afid,authid,authname,author-url,dc:identifier,given-name,initials,surname
60071491,57209336726,Martinez K.,https://api.elsevier.com/content/author/author_id/57209336726,SCOPUS_ID:85067446279,K. P.,K.P.,Martinez
60071491,57209338156,Untalan M.,https://api.elsevier.com/content/author/author_id/57209338156,SCOPUS_ID:85067446279,M. Z.G.,M.Z.G.,Untalan
60071491,57209340874,Burgos D.,https://api.elsevier.com/content/author/author_id/57209340874,SCOPUS_ID:85067446279,D. F.M.,D.F.M.,Burgos
60071491,55790600000,Ramos R.,https://api.elsevier.com/content/author/author_id/55790600000,SCOPUS_ID:85067446279,R. V.,R.V.,Ramos
60071491,57209346719,Germentil M.,https://api.elsevier.com/content/author/author_id/57209346719,SCOPUS_ID:85067446279,M. J.Q.,M.J.Q.,Germentil
"60105070,109703580",57209176889,Delima A.,https://api.elsevier.com/content/author/author_id/57209176889,SCOPUS_ID:85070763386,Allemar Jhone P.,A.J.P.,Delima
"100797274,100797274",54407677800,Sison A.,https://api.elsevier.com/content/author/author_id/54407677800,SCOPUS_ID:85070763386,Ariel M.,A.M.,Sison
60105070,57198792998,Medina R.,https://api.elsevier.com/content/author/author_id/57198792998,SCOPUS_ID:85070763386,Ruji P.,R.P.,Medina
100785847,57208002705,Ortiz C.,https://api.elsevier.com/content/author/author_id/57208002705,SCOPUS_ID:85063437895,Christopher Llynard D.,C.L.D.,Ortiz
"100785847,100785847",45661703500,Matel H.,https://api.elsevier.com/content/author/author_id/45661703500,SCOPUS_ID:85063437895,Hosea D.,H.D.,Matel
60071491,14040364800,Nellas R.,https://api.elsevier.com/content/author/author_id/14040364800,SCOPUS_ID:85063437895,Ricky B.,R.B.,Nellas
100474346,57212169194,Galas E.,https://api.elsevier.com/content/author/author_id/57212169194,SCOPUS_ID:85076118605,Elbert M.,E.M.,Galas
60103792,8935281500,Gerardo B.,https://api.elsevier.com/content/author/author_id/8935281500,SCOPUS_ID:85076118605,Bobby D.,B.D.,Gerardo
"60071491,101198397",57202960449,Asarias F.,https://api.elsevier.com/content/author/author_id/57202960449,SCOPUS_ID:85076114399,Fredmar N.,F.N.,Asarias
60071491,31767602800,Pedrasa M.,https://api.elsevier.com/content/author/author_id/31767602800,SCOPUS_ID:85076114399,Michael Angelo A.,M.A.A.,Pedrasa
100474346,57211434442,Paragas J.,https://api.elsevier.com/content/author/author_id/57211434442,SCOPUS_ID:85076099003,Jessie R.,J.R.,Paragas
121770894,54407677800,Sison A.,https://api.elsevier.com/content/author/author_id/54407677800,SCOPUS_ID:85076099003,Ariel M.,A.M.,Sison
100474346,57198792998,Medina R.,https://api.elsevier.com/content/author/author_id/57198792998,SCOPUS_ID:85076099003,Ruji P.,R.P.,Medina
100474346,57207913765,Brogada M.,https://api.elsevier.com/content/author/author_id/57207913765,SCOPUS_ID:85076093726,Michael Angelo D.,M.A.D.,Brogada
121770894,54407677800,Sison A.,https://api.elsevier.com/content/author/author_id/54407677800,SCOPUS_ID:85076093726,Ariel M.,A.M.,Sison
100474346,57198792998,Medina R.,https://api.elsevier.com/content/author/author_id/57198792998,SCOPUS_ID:85076093726,Ruji P.,R.P.,Medina
60120633,57201644072,Perez M.,https://api.elsevier.com/content/author/author_id/57201644072,SCOPUS_ID:85071159105,Maria Rona,M.R.,Perez
60103792,8935281500,Gerardo B.,https://api.elsevier.com/content/author/author_id/8935281500,SCOPUS_ID:85071159105,Bobby,B.,Gerardo
60120633,57198792998,Medina R.,https://api.elsevier.com/content/author/author_id/57198792998,SCOPUS_ID:85071159105,Ruji,R.,Medina
60105070,57205329281,Danganan A.,https://api.elsevier.com/content/author/author_id/57205329281,SCOPUS_ID:85065212726,Alvincent E.,A.E.,Danganan
121770894,54407677800,Sison A.,https://api.elsevier.com/content/author/author_id/54407677800,SCOPUS_ID:85065212726,Ariel M.,A.M.,Sison
60105070,57198792998,Medina R.,https://api.elsevier.com/content/author/author_id/57198792998,SCOPUS_ID:85065212726,Ruji P.,R.P.,Medina
60104319,57213838250,Cruz J.,https://api.elsevier.com/content/author/author_id/57213838250,SCOPUS_ID:85078070172,Jennifer Dela,J.D.,Cruz
60104319,56770534000,Garcia R.,https://api.elsevier.com/content/author/author_id/56770534000,SCOPUS_ID:85078070172,Ramon,R.,Garcia
60104319,57213837526,Aganon R.,https://api.elsevier.com/content/author/author_id/57213837526,SCOPUS_ID:85078070172,Raphael,R.,Aganon
60104319,57213838569,Frisnedi N.,https://api.elsevier.com/content/author/author_id/57213838569,SCOPUS_ID:85078070172,Nadine,N.,Frisnedi
60104319,57213812111,Jacob E.,https://api.elsevier.com/content/author/author_id/57213812111,SCOPUS_ID:85078070172,Ellin Jiro,E.J.,Jacob
60104319,57213839421,Ladia R.,https://api.elsevier.com/content/author/author_id/57213839421,SCOPUS_ID:85078070172,Raven Justin,R.J.,Ladia
60104319,57194163567,Caya M.,https://api.elsevier.com/content/author/author_id/57194163567,SCOPUS_ID:85078049005,Meo Vincent,M.V.,Caya
60104319,57213823126,Cosindad M.,https://api.elsevier.com/content/author/author_id/57213823126,SCOPUS_ID:85078049005,Marvin U.,M.U.,Cosindad
60104319,57213836895,Marcelo N.,https://api.elsevier.com/content/author/author_id/57213836895,SCOPUS_ID:85078049005,Nicanor I.,N.I.,Marcelo
60104319,57213827600,Santos J.,https://api.elsevier.com/content/author/author_id/57213827600,SCOPUS_ID:85078049005,Jose Nicolas M.,J.N.M.,Santos
60104319,57193646636,Torres J.,https://api.elsevier.com/content/author/author_id/57193646636,SCOPUS_ID:85078049005,Jumelyn L.,J.L.,Torres
60104319,57213838240,Cruz J.,https://api.elsevier.com/content/author/author_id/57213838240,SCOPUS_ID:85078044256,Jennifer C.Dela,J.C.D.,Cruz
60104319,56770534000,Garcia R.,https://api.elsevier.com/content/author/author_id/56770534000,SCOPUS_ID:85078044256,Ramon G.,R.G.,Garcia
60104319,57213829443,Diaz A.,https://api.elsevier.com/content/author/author_id/57213829443,SCOPUS_ID:85078044256,Annissa Vi C.,A.V.C.,Diaz
60104319,57213818066,Diño A.,https://api.elsevier.com/content/author/author_id/57213818066,SCOPUS_ID:85078044256,Angelika Mae B.,A.M.B.,Diño
60104319,57213821707,Nicdao D.,https://api.elsevier.com/content/author/author_id/57213821707,SCOPUS_ID:85078044256,Danielle Jane I.,D.J.I.,Nicdao
60104319,57213812302,Venancio C.,https://api.elsevier.com/content/author/author_id/57213812302,SCOPUS_ID:85078044256,Christine Shayne S.,C.S.S.,Venancio
60104319,57213817718,Villagomez E.,https://api.elsevier.com/content/author/author_id/57213817718,SCOPUS_ID:85078003750,Emilio Brando,E.B.,Villagomez
60104319,57213837030,King R.,https://api.elsevier.com/content/author/author_id/57213837030,SCOPUS_ID:85078003750,Roxanne Addiezza,R.A.,King
60104319,57213816192,Ordinario M.,https://api.elsevier.com/content/author/author_id/57213816192,SCOPUS_ID:85078003750,Mark Joshua,M.J.,Ordinario
60104319,57194163432,Lazaro J.,https://api.elsevier.com/content/author/author_id/57194163432,SCOPUS_ID:85078003750,Jose,J.,Lazaro
60104319,57195431920,Villaverde J.,https://api.elsevier.com/content/author/author_id/57195431920,SCOPUS_ID:85078003750,Jocelyn Flores,J.F.,Villaverde
60104319,57213819436,Baquiran V.,https://api.elsevier.com/content/author/author_id/57213819436,SCOPUS_ID:85077994570,Velorie D.,V.D.,Baquiran
60104319,57213835072,Bate J.,https://api.elsevier.com/content/author/author_id/57213835072,SCOPUS_ID:85077994570,Jelani Anne M.,J.A.M.,Bate
60104319,57213832965,Sembrano M.,https://api.elsevier.com/content/author/author_id/57213832965,SCOPUS_ID:85077994570,Marene Joecel B.,M.J.B.,Sembrano
60104319,57195431920,Villaverde J.,https://api.elsevier.com/content/author/author_id/57195431920,SCOPUS_ID:85077994570,Jocelyn Flores,J.F.,Villaverde
60104319,57193645353,Magwili G.,https://api.elsevier.com/content/author/author_id/57193645353,SCOPUS_ID:85077994570,Glenn V.,G.V.,Magwili
60104319,57193646636,Torres J.,https://api.elsevier.com/content/author/author_id/57193646636,SCOPUS_ID:85077976762,Jumelyn L.,J.L.,Torres
60104319,54384447800,Yumang A.,https://api.elsevier.com/content/author/author_id/54384447800,SCOPUS_ID:85077976762,Analyn,A.,Yumang
60104319,57193575338,Hortinela C.,https://api.elsevier.com/content/author/author_id/57193575338,SCOPUS_ID:85077976762,Carlos,C.,Hortinela
60104319,57213838896,Plameras J.,https://api.elsevier.com/content/author/author_id/57213838896,SCOPUS_ID:85077976762,Jerome Matthew F.,J.M.F.,Plameras
60104319,57213820996,Si J.,https://api.elsevier.com/content/author/author_id/57213820996,SCOPUS_ID:85077976762,John Emmanuel Z.,J.E.Z.,Si
60104319,57213813158,Uywan J.,https://api.elsevier.com/content/author/author_id/57213813158,SCOPUS_ID:85077976762,Julie Anne O.,J.A.O.,Uywan
60071429,57205530982,Guerrero R.,https://api.elsevier.com/content/author/author_id/57205530982,SCOPUS_ID:85076098961,Reynaldo C.,R.C.,Guerrero
60071429,31767602800,Pedrasa M.,https://api.elsevier.com/content/author/author_id/31767602800,SCOPUS_ID:85076098961,Michael Angelo A.,M.A.A.,Pedrasa
60071491,57201292136,Macayana Y.,https://api.elsevier.com/content/author/author_id/57201292136,SCOPUS_ID:85073885573,Yves Lean Krishner,Y.L.K.,Macayana
60071491,57201298219,Coronel V.,https://api.elsevier.com/content/author/author_id/57201298219,SCOPUS_ID:85073885573,Vance Anthony,V.A.,Coronel
60071491,57201289444,Fernandez I.,https://api.elsevier.com/content/author/author_id/57201289444,SCOPUS_ID:85073885573,Ian Christian,I.C.,Fernandez
60071491,57211427097,Ung K.,https://api.elsevier.com/content/author/author_id/57211427097,SCOPUS_ID:85073885573,Kenneth,K.,Ung
60071491,57211427290,Miras C.,https://api.elsevier.com/content/author/author_id/57211427290,SCOPUS_ID:85073885573,Carlo,C.,Miras
60071491,57188667398,Densing C.,https://api.elsevier.com/content/author/author_id/57188667398,SCOPUS_ID:85073885573,Chris Vincent,C.V.,Densing
60071491,57206675109,Ong D.,https://api.elsevier.com/content/author/author_id/57206675109,SCOPUS_ID:85073885573,Darvy,D.,Ong
60071491,57207910342,Austria I.,https://api.elsevier.com/content/author/author_id/57207910342,SCOPUS_ID:85073885573,Isabel,I.,Austria
60071491,24538122300,Talampas M.,https://api.elsevier.com/content/author/author_id/24538122300,SCOPUS_ID:85073885573,Marc,M.,Talampas
60071491,36466956600,Tiglao N.,https://api.elsevier.com/content/author/author_id/36466956600,SCOPUS_ID:85073885573,Nestor,N.,Tiglao
60071491,36166329900,De Leon M.,https://api.elsevier.com/content/author/author_id/36166329900,SCOPUS_ID:85073885573,Maria Theresa,M.T.,De Leon
60071491,57211426584,Magpantay P.,https://api.elsevier.com/content/author/author_id/57211426584,SCOPUS_ID:85073885573,Percival,P.,Magpantay
60071491,15926125600,Rosales M.,https://api.elsevier.com/content/author/author_id/15926125600,SCOPUS_ID:85073885573,Marc,M.,Rosales
113416527,57204784977,Rodriguez L.,https://api.elsevier.com/content/author/author_id/57204784977,SCOPUS_ID:85073299197,Leah G.,L.G.,Rodriguez
113416527,57204786195,Rodriguez C.,https://api.elsevier.com/content/author/author_id/57204786195,SCOPUS_ID:85073299197,Christopher A.,C.A.,Rodriguez
113416527,35759272200,Niguidula J.,https://api.elsevier.com/content/author/author_id/35759272200,SCOPUS_ID:85073299197,Jasmin D.,J.D.,Niguidula
113416527,57201518783,Calibo D.,https://api.elsevier.com/content/author/author_id/57201518783,SCOPUS_ID:85073299197,Dawn Iris,D.I.,Calibo
123007508,57210700495,Codilan R.,https://api.elsevier.com/content/author/author_id/57210700495,SCOPUS_ID:85073267792,Rolando Real,R.R.,Codilan
60071491,57205083212,Cajanding J.,https://api.elsevier.com/content/author/author_id/57205083212,SCOPUS_ID:85073243635,John Paul F.,J.P.F.,Cajanding
60071491,57211268895,Sesdoyro M.,https://api.elsevier.com/content/author/author_id/57211268895,SCOPUS_ID:85073243635,Miguel Luis R.,M.L.R.,Sesdoyro
60071491,57203118808,Uy A.,https://api.elsevier.com/content/author/author_id/57203118808,SCOPUS_ID:85073243635,Agatha C.,A.C.,Uy
60071491,55615806100,Tan W.,https://api.elsevier.com/content/author/author_id/55615806100,SCOPUS_ID:85073243635,Wilson M.,W.M.,Tan
60105238,57193653284,Carpio J.,https://api.elsevier.com/content/author/author_id/57193653284,SCOPUS_ID:85071440845,Joy N.,J.N.,Carpio
60105238,57202097112,Nalunat J.,https://api.elsevier.com/content/author/author_id/57202097112,SCOPUS_ID:85071440845,Joseph C.,J.C.,Nalunat
60105238,57210798711,Tolentino E.,https://api.elsevier.com/content/author/author_id/57210798711,SCOPUS_ID:85071440845,Efren Victor N.,E.V.N.,Tolentino
60105238,57210808806,Carlos K.,https://api.elsevier.com/content/author/author_id/57210808806,SCOPUS_ID:85071440845,Kia Marie R.,K.M.R.,Carlos
60105238,57210787109,Castaneda C.,https://api.elsevier.com/content/author/author_id/57210787109,SCOPUS_ID:85071440845,Christian I.,C.I.,Castaneda
60105238,57210786310,Catajay D.,https://api.elsevier.com/content/author/author_id/57210786310,SCOPUS_ID:85071440845,DIether G.,D.G.,Catajay
60105238,57210792499,Maguddatu I.,https://api.elsevier.com/content/author/author_id/57210792499,SCOPUS_ID:85071440845,Irish Joy S.,I.J.S.,Maguddatu
60105238,57210795925,Rodriguez R.,https://api.elsevier.com/content/author/author_id/57210795925,SCOPUS_ID:85071440845,Renz Honey R.,R.H.R.,Rodriguez
60105238,57210808200,San Jose E.,https://api.elsevier.com/content/author/author_id/57210808200,SCOPUS_ID:85071440845,Erika May L.,E.M.L.,San Jose
123007508,57210700495,Codilan R.,https://api.elsevier.com/content/author/author_id/57210700495,SCOPUS_ID:85071250707,Rolando Real,R.R.,Codilan
60108103,57207729399,Endozo A.,https://api.elsevier.com/content/author/author_id/57207729399,SCOPUS_ID:85070797729,Anatalia N.,A.N.,Endozo
114899757,57210206516,Lapada A.,https://api.elsevier.com/content/author/author_id/57210206516,SCOPUS_ID:85069928110,Andy A.,A.A.,Lapada
114899757,57210206516,Lapada A.,https://api.elsevier.com/content/author/author_id/57210206516,SCOPUS_ID:85069927762,Andy A.,A.A.,Lapada
100785847,57194575039,Arboleda E.,https://api.elsevier.com/content/author/author_id/57194575039,SCOPUS_ID:85069919630,Edwin R.,E.R.,Arboleda
112741204,57194575039,Arboleda E.,https://api.elsevier.com/content/author/author_id/57194575039,SCOPUS_ID:85069898463,Edwin R.,E.R.,Arboleda
115989984,57209477238,Montalban L.,https://api.elsevier.com/content/author/author_id/57209477238,SCOPUS_ID:85067880528,Lance Jay Tristeza,L.J.T.,Montalban
115989984,57204930206,Lumauag R.,https://api.elsevier.com/content/author/author_id/57204930206,SCOPUS_ID:85067880528,Ramil G.,R.G.,Lumauag
114899757,57209466545,Casillano N.,https://api.elsevier.com/content/author/author_id/57209466545,SCOPUS_ID:85067844566,Niel Francis B.,N.F.B.,Casillano
122685601,57209256965,Timbal M.,https://api.elsevier.com/content/author/author_id/57209256965,SCOPUS_ID:85067014512,Maricel A.,M.A.,Timbal
60120695,57202848792,Abana E.,https://api.elsevier.com/content/author/author_id/57202848792,SCOPUS_ID:85065141811,Ertie,E.,Abana
60120695,57208570094,Pacion M.,https://api.elsevier.com/content/author/author_id/57208570094,SCOPUS_ID:85065141811,Meljiflor,M.,Pacion
60120695,57208569320,Sordilla R.,https://api.elsevier.com/content/author/author_id/57208569320,SCOPUS_ID:85065141811,Roxanne,R.,Sordilla
60120695,57208564710,Montaner D.,https://api.elsevier.com/content/author/author_id/57208564710,SCOPUS_ID:85065141811,Daniel,D.,Montaner
60120695,57208568959,Agpaoa D.,https://api.elsevier.com/content/author/author_id/57208568959,SCOPUS_ID:85065141811,Dennis,D.,Agpaoa
60120695,57208568076,Allam R.,https://api.elsevier.com/content/author/author_id/57208568076,SCOPUS_ID:85065141811,Rryma Mae,R.M.,Allam
60071491,57204719266,Jose A.,https://api.elsevier.com/content/author/author_id/57204719266,SCOPUS_ID:85065105768,Ameera,A.,Jose
60071491,57204730659,Montecillo A.,https://api.elsevier.com/content/author/author_id/57204730659,SCOPUS_ID:85065105768,Anthony,A.,Montecillo
60071491,57193241512,De Los Reyes A.,https://api.elsevier.com/content/author/author_id/57193241512,SCOPUS_ID:85065105768,Alexander,A.,De Los Reyes
60071491,56399333200,Bacaoco M.,https://api.elsevier.com/content/author/author_id/56399333200,SCOPUS_ID:85065105768,Miguel,M.,Bacaoco
60071491,57199936331,Lopez J.,https://api.elsevier.com/content/author/author_id/57199936331,SCOPUS_ID:85065105768,Joybelle,J.,Lopez
60071491,57193236528,Cafe A.,https://api.elsevier.com/content/author/author_id/57193236528,SCOPUS_ID:85065105768,Arven,A.,Cafe
60071491,56355137300,Faustino M.,https://api.elsevier.com/content/author/author_id/56355137300,SCOPUS_ID:85065105768,Maria Angela,M.A.,Faustino
60071491,57193280605,Husay H.,https://api.elsevier.com/content/author/author_id/57193280605,SCOPUS_ID:85065105768,Horace Andrew,H.A.,Husay
60071491,57201399576,Vasquez J.,https://api.elsevier.com/content/author/author_id/57201399576,SCOPUS_ID:85065105768,John Daniel,J.D.,Vasquez
60071491,57193237214,Gonzales K.,https://api.elsevier.com/content/author/author_id/57193237214,SCOPUS_ID:85065105768,Karl Cedric,K.C.,Gonzales
60071491,57200071856,Catindig G.,https://api.elsevier.com/content/author/author_id/57200071856,SCOPUS_ID:85065105768,Gerald Angelo,G.A.,Catindig
60010848,55290893600,Afalla J.,https://api.elsevier.com/content/author/author_id/55290893600,SCOPUS_ID:85065105768,Jessica Pauline,J.P.,Afalla
60010848,14626582900,Mag-usara V.,https://api.elsevier.com/content/author/author_id/14626582900,SCOPUS_ID:85065105768,Valynn Katrine,V.K.,Mag-usara
60010848,7005408146,Kitahara H.,https://api.elsevier.com/content/author/author_id/7005408146,SCOPUS_ID:85065105768,Hideaki,H.,Kitahara
60010848,7202550229,Tani M.,https://api.elsevier.com/content/author/author_id/7202550229,SCOPUS_ID:85065105768,Masahiko,M.,Tani
60071491,6506821685,Somintac A.,https://api.elsevier.com/content/author/author_id/6506821685,SCOPUS_ID:85065105768,Armando,A.,Somintac
60071491,7103138362,Salvador A.,https://api.elsevier.com/content/author/author_id/7103138362,SCOPUS_ID:85065105768,Arnel,A.,Salvador
"60071491,60071491",15135417200,Estacio E.,https://api.elsevier.com/content/author/author_id/15135417200,SCOPUS_ID:85065105768,Elmer,E.,Estacio
"60104319,60029740",57194163567,Caya M.,https://api.elsevier.com/content/author/author_id/57194163567,SCOPUS_ID:85078053174,Meo Vincent C.,M.V.C.,Caya
60104319,57202281016,Villarama J.,https://api.elsevier.com/content/author/author_id/57202281016,SCOPUS_ID:85078053174,Jannyl Darren A.,J.D.A.,Villarama
60104319,57189056872,Linsangan N.,https://api.elsevier.com/content/author/author_id/57189056872,SCOPUS_ID:85078053174,Noel B.,N.B.,Linsangan
60029740,56675168200,Chung W.,https://api.elsevier.com/content/author/author_id/56675168200,SCOPUS_ID:85078053174,Wen Yaw,W.Y.,Chung
60104319,57193646636,Torres J.,https://api.elsevier.com/content/author/author_id/57193646636,SCOPUS_ID:85078053174,Jumelyn L.,J.L.,Torres
60021353,57211033770,Gulben E.,https://api.elsevier.com/content/author/author_id/57211033770,SCOPUS_ID:85072335331,Ellen Jane G.,E.J.G.,Gulben
60021353,7201775880,Ling J.,https://api.elsevier.com/content/author/author_id/7201775880,SCOPUS_ID:85072335331,Jeeng Min,J.M.,Ling
60021353,57211028234,Gulben D.,https://api.elsevier.com/content/author/author_id/57211028234,SCOPUS_ID:85072335331,Daxter William L.,D.W.L.,Gulben
60071440,22833977200,Estoperez N.,https://api.elsevier.com/content/author/author_id/22833977200,SCOPUS_ID:85072335331,Noel R.,N.R.,Estoperez
60029740,56974842100,Hong Y.,https://api.elsevier.com/content/author/author_id/56974842100,SCOPUS_ID:85072318143,Ying Yi,Y.Y.,Hong
60029740,57211035579,Buay P.,https://api.elsevier.com/content/author/author_id/57211035579,SCOPUS_ID:85072318143,Peter Mark P.,P.M.P.,Buay
60107189,57190953123,Beltran A.,https://api.elsevier.com/content/author/author_id/57190953123,SCOPUS_ID:85072318143,Angelo A.,A.A.,Beltran
122985221,36522244600,Bonetti A.,https://api.elsevier.com/content/author/author_id/36522244600,SCOPUS_ID:85070609828,Andrea,A.,Bonetti
122985167,57210417499,Ignatovski N.,https://api.elsevier.com/content/author/author_id/57210417499,SCOPUS_ID:85070609828,Nikolay,N.,Ignatovski
122985619,57210420728,Fernandez S.,https://api.elsevier.com/content/author/author_id/57210420728,SCOPUS_ID:85070609828,Sidney,S.,Fernandez
60018805,56168266400,Saini A.,https://api.elsevier.com/content/author/author_id/56168266400,SCOPUS_ID:85053215298,Akanksha,A.,Saini
60105070,54917468100,Festijo E.,https://api.elsevier.com/content/author/author_id/54917468100,SCOPUS_ID:85053215298,Enrique,E.,Festijo
60003087,8298463200,Jung Y.,https://api.elsevier.com/content/author/author_id/8298463200,SCOPUS_ID:85053215298,Younchan,Y.,Jung
"60005686,115142175",57211628852,Hi T.,https://api.elsevier.com/content/author/author_id/57211628852,SCOPUS_ID:85074632719,Toby,T.,Hi
"60005686,115142175,60071439",57199646508,Sayson N.,https://api.elsevier.com/content/author/author_id/57199646508,SCOPUS_ID:85074632719,Noel Lito B.,N.L.B.,Sayson
"60005686,115142175",57203657155,Ng V.,https://api.elsevier.com/content/author/author_id/57203657155,SCOPUS_ID:85074632719,Vincent,V.,Ng
"115142175,60017311",57193739378,Trainor L.,https://api.elsevier.com/content/author/author_id/57193739378,SCOPUS_ID:85074632719,Luke S.,L.S.,Trainor
"115142175,60017311",6603892058,Schwefel H.,https://api.elsevier.com/content/author/author_id/6603892058,SCOPUS_ID:85074632719,Harald G.L.,H.G.L.,Schwefel
"60005686,115142175",57203070132,Coen S.,https://api.elsevier.com/content/author/author_id/57203070132,SCOPUS_ID:85074632719,Stephane,S.,Coen
"60005686,115142175",26428731500,Erkintalo M.,https://api.elsevier.com/content/author/author_id/26428731500,SCOPUS_ID:85074632719,Miro,M.,Erkintalo
"60005686,115142175",7005924899,Murdoch S.,https://api.elsevier.com/content/author/author_id/7005924899,SCOPUS_ID:85074632719,Stuart G.,S.G.,Murdoch
"60005686,115142175,60071440",57199646508,Sayson N.,https://api.elsevier.com/content/author/author_id/57199646508,SCOPUS_ID:85074632302,Noel Lito B.,N.L.B.,Sayson
"60005686,115142175",57209772504,Bi T.,https://api.elsevier.com/content/author/author_id/57209772504,SCOPUS_ID:85074632302,Toby,T.,Bi
"60005686,115142175",57203657155,Ng V.,https://api.elsevier.com/content/author/author_id/57203657155,SCOPUS_ID:85074632302,Vincent,V.,Ng
"60005686,115142175",57202626581,Pham H.,https://api.elsevier.com/content/author/author_id/57202626581,SCOPUS_ID:85074632302,Hoan,H.,Pham
"115142175,60017311",57193739378,Trainor L.,https://api.elsevier.com/content/author/author_id/57193739378,SCOPUS_ID:85074632302,Luke S.,L.S.,Trainor
"115142175,60017311",6603892058,Schwefel H.,https://api.elsevier.com/content/author/author_id/6603892058,SCOPUS_ID:85074632302,Harald G.L.,H.G.L.,Schwefel
"60005686,115142175",57203070132,Coen S.,https://api.elsevier.com/content/author/author_id/57203070132,SCOPUS_ID:85074632302,Stéphane,S.,Coen
"60005686,115142175",26428731500,Erkintalo M.,https://api.elsevier.com/content/author/author_id/26428731500,SCOPUS_ID:85074632302,Miro,M.,Erkintalo
"60005686,115142175",7005924899,Murdoch S.,https://api.elsevier.com/content/author/author_id/7005924899,SCOPUS_ID:85074632302,Stuart G.,S.G.,Murdoch
60109121,57211002024,Ramos M.,https://api.elsevier.com/content/author/author_id/57211002024,SCOPUS_ID:85072231165,Mary Joy H.,M.J.H.,Ramos
60109121,57190739448,Comendador B.,https://api.elsevier.com/content/author/author_id/57190739448,SCOPUS_ID:85072231165,Benilda Eleonor V.,B.E.V.,Comendador
60071457,57211003693,Enero L.,https://api.elsevier.com/content/author/author_id/57211003693,SCOPUS_ID:85072161341,Leah Mae B.,L.M.B.,Enero
60071457,6508044351,Claveria R.,https://api.elsevier.com/content/author/author_id/6508044351,SCOPUS_ID:85072161341,Rene Juna R.,R.J.R.,Claveria
60071457,57210994065,Soto C.,https://api.elsevier.com/content/author/author_id/57210994065,SCOPUS_ID:85072161341,Cornelia C.,C.C.,Soto
60104319,57200985102,Gumasing M.,https://api.elsevier.com/content/author/author_id/57200985102,SCOPUS_ID:85070955282,Ma Janice J.,M.J.J.,Gumasing
60104319,57210575401,Villapando A.,https://api.elsevier.com/content/author/author_id/57210575401,SCOPUS_ID:85070955282,Almarose C.,A.C.,Villapando
60104319,57210586727,Pernia K.,https://api.elsevier.com/content/author/author_id/57210586727,SCOPUS_ID:85070955282,Kareen C.,K.C.,Pernia
60071488,57210584666,Torralba E.,https://api.elsevier.com/content/author/author_id/57210584666,SCOPUS_ID:85070942055,Edwin M.,E.M.,Torralba
60104319,57200985102,Gumasing M.,https://api.elsevier.com/content/author/author_id/57200985102,SCOPUS_ID:85070941651,Ma Janice J.,M.J.J.,Gumasing
60104319,57210575401,Villapando A.,https://api.elsevier.com/content/author/author_id/57210575401,SCOPUS_ID:85070941651,Almarose C.,A.C.,Villapando
60104319,57210582588,Siggaoat C.,https://api.elsevier.com/content/author/author_id/57210582588,SCOPUS_ID:85070941651,Catherine D.,C.D.,Siggaoat
119853410,57210172994,Suguitan A.,https://api.elsevier.com/content/author/author_id/57210172994,SCOPUS_ID:85069760322,Agnes S.,A.S.,Suguitan
119853410,57210172793,Dacaymat L.,https://api.elsevier.com/content/author/author_id/57210172793,SCOPUS_ID:85069760322,Lucille N.,L.N.,Dacaymat
60108562,57209824823,Tortor R.,https://api.elsevier.com/content/author/author_id/57209824823,SCOPUS_ID:85068859324,Rhea N.,R.N.,Tortor
60108562,57209826448,Coloma B.,https://api.elsevier.com/content/author/author_id/57209826448,SCOPUS_ID:85068859324,Bernadine Franz A.,B.F.A.,Coloma
60108562,57209829660,Dizon A.,https://api.elsevier.com/content/author/author_id/57209829660,SCOPUS_ID:85068859324,Aira Veronica N.,A.V.N.,Dizon
60108562,57209822353,Granada J.,https://api.elsevier.com/content/author/author_id/57209822353,SCOPUS_ID:85068859324,Jessanine C.,J.C.,Granada
60108562,57209822508,Lechuga M.,https://api.elsevier.com/content/author/author_id/57209822508,SCOPUS_ID:85068859324,Magnolia Jane A.,M.J.A.,Lechuga
60108562,57209824823,Tortor R.,https://api.elsevier.com/content/author/author_id/57209824823,SCOPUS_ID:85068840824,Rhea N.,R.N.,Tortor
60108562,57209829282,Labay B.,https://api.elsevier.com/content/author/author_id/57209829282,SCOPUS_ID:85068840824,Billy James S.,B.J.S.,Labay
60108562,57209827490,Dolosa R.,https://api.elsevier.com/content/author/author_id/57209827490,SCOPUS_ID:85068840824,Renjo E.,R.E.,Dolosa
60108562,57209823789,Hernandez J.,https://api.elsevier.com/content/author/author_id/57209823789,SCOPUS_ID:85068840824,Jason T.,J.T.,Hernandez
60108562,57202134573,Red E.,https://api.elsevier.com/content/author/author_id/57202134573,SCOPUS_ID:85068823054,Ellenita R.,E.R.,Red
60108562,57209824525,Velasquez J.,https://api.elsevier.com/content/author/author_id/57209824525,SCOPUS_ID:85068823054,Joanna A.,J.A.,Velasquez
60108562,57209824417,Cruz J.,https://api.elsevier.com/content/author/author_id/57209824417,SCOPUS_ID:85068823054,John Martin C.,J.M.C.,Cruz
60108562,57209836267,Figueroa J.,https://api.elsevier.com/content/author/author_id/57209836267,SCOPUS_ID:85068823054,Jon Erickson G.,J.E.G.,Figueroa
60071457,57210602153,Wenceslao S.,https://api.elsevier.com/content/author/author_id/57210602153,SCOPUS_ID:85071090354,Stephen John Matthew C.,S.J.M.C.,Wenceslao
