Author 1,Author 2,ID 1,ID 2,Affiliation 1,Affiliation 2,Year,DOI,EID,General Areas,Specific Areas,AUID 1,AUID 2
Ivan Benedict Nilo C Cruz,Jordan Rel C. Orillaza,55598486300,36700229200,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-85009461288,Computer Networks and Communications; Signal Processing; Energy Engineering and Power Technology; Fuel Technology; Electrical and Electronic Engineering,COMP; ENER; ENGI,AUID-55598486300,AUID-36700229200
Athena P. Lavega,Jordan Rel C. Orillaza,57188667231,36700229200,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-85009461288,Computer Networks and Communications; Signal Processing; Energy Engineering and Power Technology; Fuel Technology; Electrical and Electronic Engineering,COMP; ENER; ENGI,AUID-57188667231,AUID-36700229200
Chad Errol R Booc,Chara Mae D San Diego,57193344290,57193342485,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-85013195102,Information Systems; Computer Science Applications; Artificial Intelligence; Social Sciences (miscellaneous),COMP; SOCI,AUID-57193344290,AUID-57193342485
Chad Errol R Booc,Jaime D.L. Caro,57193344290,7202124724,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-85013195102,Information Systems; Computer Science Applications; Artificial Intelligence; Social Sciences (miscellaneous),COMP; SOCI,AUID-57193344290,AUID-7202124724
Chara Mae D San Diego,Jaime D.L. Caro,57193342485,7202124724,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-85013195102,Information Systems; Computer Science Applications; Artificial Intelligence; Social Sciences (miscellaneous),COMP; SOCI,AUID-57193342485,AUID-7202124724
Jannieca Camba,Roanna Ellise David,57193344643,57193345135,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-85013218859,Information Systems; Computer Science Applications; Artificial Intelligence; Social Sciences (miscellaneous),COMP; SOCI,AUID-57193344643,AUID-57193345135
Jannieca Camba,Annette G. Lagman,57193344643,57193348745,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-85013218859,Information Systems; Computer Science Applications; Artificial Intelligence; Social Sciences (miscellaneous),COMP; SOCI,AUID-57193344643,AUID-57193348745
Jannieca Camba,Jaime D.L. Caro,57193344643,7202124724,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-85013218859,Information Systems; Computer Science Applications; Artificial Intelligence; Social Sciences (miscellaneous),COMP; SOCI,AUID-57193344643,AUID-7202124724
Roanna Ellise David,Annette G. Lagman,57193345135,57193348745,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-85013218859,Information Systems; Computer Science Applications; Artificial Intelligence; Social Sciences (miscellaneous),COMP; SOCI,AUID-57193345135,AUID-57193348745
Roanna Ellise David,Jaime D.L. Caro,57193345135,7202124724,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-85013218859,Information Systems; Computer Science Applications; Artificial Intelligence; Social Sciences (miscellaneous),COMP; SOCI,AUID-57193345135,AUID-7202124724
Annette G. Lagman,Jaime D.L. Caro,57193348745,7202124724,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-85013218859,Information Systems; Computer Science Applications; Artificial Intelligence; Social Sciences (miscellaneous),COMP; SOCI,AUID-57193348745,AUID-7202124724
Perlita Gasmen,Geoffrey A. Solano,57193345492,23995884800,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-85013197138,Information Systems; Computer Science Applications; Artificial Intelligence; Social Sciences (miscellaneous),COMP; SOCI,AUID-57193345492,AUID-23995884800
Patrick Leiniel H Domingo,Jaime D.L. Caro,57193347246,7202124724,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-85013218377,Information Systems; Computer Science Applications; Artificial Intelligence; Social Sciences (miscellaneous),COMP; SOCI,AUID-57193347246,AUID-7202124724
Patrick Leiniel H Domingo,Lawrean Angeley A Fulcher,57193347246,57193344650,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-85013218377,Information Systems; Computer Science Applications; Artificial Intelligence; Social Sciences (miscellaneous),COMP; SOCI,AUID-57193347246,AUID-57193344650
Jaime D.L. Caro,Lawrean Angeley A Fulcher,7202124724,57193344650,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-85013218377,Information Systems; Computer Science Applications; Artificial Intelligence; Social Sciences (miscellaneous),COMP; SOCI,AUID-7202124724,AUID-57193344650
Elaine C. Iturralde,Mary Agnes B Jardeleza,57193347026,57193342554,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-85013149228,Information Systems; Computer Science Applications; Artificial Intelligence; Social Sciences (miscellaneous),COMP; SOCI,AUID-57193347026,AUID-57193342554
Elaine C. Iturralde,Jaime D.L. Caro,57193347026,7202124724,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-85013149228,Information Systems; Computer Science Applications; Artificial Intelligence; Social Sciences (miscellaneous),COMP; SOCI,AUID-57193347026,AUID-7202124724
Mary Agnes B Jardeleza,Jaime D.L. Caro,57193342554,7202124724,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-85013149228,Information Systems; Computer Science Applications; Artificial Intelligence; Social Sciences (miscellaneous),COMP; SOCI,AUID-57193342554,AUID-7202124724
Neil Irwin Bernardo,Franz A. De Leon,57193451316,16678716900,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-85014097754,Computer Networks and Communications; Hardware and Architecture; Software,COMP,AUID-57193451316,AUID-16678716900
Consorcia E. Reaño,Felino P. Lansigan,6507797537,6507461159,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2016,,2-s2.0-85016995749,Forestry; Aquatic Science; Animal Science and Zoology; Agronomy and Crop Science; Computer Science Applications,AGRI; COMP,AUID-6507797537,AUID-6507461159
Consorcia E. Reaño,Rolando G. Panopio,6507797537,56073714300,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2016,,2-s2.0-85016995749,Forestry; Aquatic Science; Animal Science and Zoology; Agronomy and Crop Science; Computer Science Applications,AGRI; COMP,AUID-6507797537,AUID-56073714300
Consorcia E. Reaño,Nathaniel C. Bantayan,6507797537,8888157600,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2016,,2-s2.0-85016995749,Forestry; Aquatic Science; Animal Science and Zoology; Agronomy and Crop Science; Computer Science Applications,AGRI; COMP,AUID-6507797537,AUID-8888157600
Felino P. Lansigan,Rolando G. Panopio,6507461159,56073714300,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2016,,2-s2.0-85016995749,Forestry; Aquatic Science; Animal Science and Zoology; Agronomy and Crop Science; Computer Science Applications,AGRI; COMP,AUID-6507461159,AUID-56073714300
Felino P. Lansigan,Nathaniel C. Bantayan,6507461159,8888157600,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2016,,2-s2.0-85016995749,Forestry; Aquatic Science; Animal Science and Zoology; Agronomy and Crop Science; Computer Science Applications,AGRI; COMP,AUID-6507461159,AUID-8888157600
Rolando G. Panopio,Nathaniel C. Bantayan,56073714300,8888157600,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2016,,2-s2.0-85016995749,Forestry; Aquatic Science; Animal Science and Zoology; Agronomy and Crop Science; Computer Science Applications,AGRI; COMP,AUID-56073714300,AUID-8888157600
Francis George C. Cabarle,Henry N. Adorna,53983599800,36573213900,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-84978105963,Computer Science Applications,COMP,AUID-53983599800,AUID-36573213900
Bess G. Singidas,Roland V. Sarmago,6504074419,6506881360,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-85003583766,"Electronic, Optical and Magnetic Materials; Computer Science (all); Atomic and Molecular Physics, and Optics; Electrical and Electronic Engineering",MATE; COMP; PHYS; ENGI,AUID-6504074419,AUID-6506881360
Argel A. Bandala,Gerard Ely U. Faelden,55599317400,56771431300,De La Salle University,De La Salle University,2016,,2-s2.0-85006337240,Control and Systems Engineering; Software; Computer Vision and Pattern Recognition; Computer Science Applications,ENGI; COMP,AUID-55599317400,AUID-56771431300
Argel A. Bandala,Jose Martin Z. Maningo,55599317400,56771331700,De La Salle University,De La Salle University,2016,,2-s2.0-85006337240,Control and Systems Engineering; Software; Computer Vision and Pattern Recognition; Computer Science Applications,ENGI; COMP,AUID-55599317400,AUID-56771331700
Argel A. Bandala,Reiichiro Christian S. Nakano,55599317400,56770789600,De La Salle University,De La Salle University,2016,,2-s2.0-85006337240,Control and Systems Engineering; Software; Computer Vision and Pattern Recognition; Computer Science Applications,ENGI; COMP,AUID-55599317400,AUID-56770789600
Argel A. Bandala,Ryan Rhay P. Vicerra,55599317400,55319953900,De La Salle University,De La Salle University,2016,,2-s2.0-85006337240,Control and Systems Engineering; Software; Computer Vision and Pattern Recognition; Computer Science Applications,ENGI; COMP,AUID-55599317400,AUID-55319953900
Argel A. Bandala,Elmer P. Dadios,55599317400,6602629924,De La Salle University,De La Salle University,2016,,2-s2.0-85006337240,Control and Systems Engineering; Software; Computer Vision and Pattern Recognition; Computer Science Applications,ENGI; COMP,AUID-55599317400,AUID-6602629924
Gerard Ely U. Faelden,Jose Martin Z. Maningo,56771431300,56771331700,De La Salle University,De La Salle University,2016,,2-s2.0-85006337240,Control and Systems Engineering; Software; Computer Vision and Pattern Recognition; Computer Science Applications,ENGI; COMP,AUID-56771431300,AUID-56771331700
Gerard Ely U. Faelden,Reiichiro Christian S. Nakano,56771431300,56770789600,De La Salle University,De La Salle University,2016,,2-s2.0-85006337240,Control and Systems Engineering; Software; Computer Vision and Pattern Recognition; Computer Science Applications,ENGI; COMP,AUID-56771431300,AUID-56770789600
Gerard Ely U. Faelden,Ryan Rhay P. Vicerra,56771431300,55319953900,De La Salle University,De La Salle University,2016,,2-s2.0-85006337240,Control and Systems Engineering; Software; Computer Vision and Pattern Recognition; Computer Science Applications,ENGI; COMP,AUID-56771431300,AUID-55319953900
Gerard Ely U. Faelden,Elmer P. Dadios,56771431300,6602629924,De La Salle University,De La Salle University,2016,,2-s2.0-85006337240,Control and Systems Engineering; Software; Computer Vision and Pattern Recognition; Computer Science Applications,ENGI; COMP,AUID-56771431300,AUID-6602629924
Jose Martin Z. Maningo,Reiichiro Christian S. Nakano,56771331700,56770789600,De La Salle University,De La Salle University,2016,,2-s2.0-85006337240,Control and Systems Engineering; Software; Computer Vision and Pattern Recognition; Computer Science Applications,ENGI; COMP,AUID-56771331700,AUID-56770789600
Jose Martin Z. Maningo,Ryan Rhay P. Vicerra,56771331700,55319953900,De La Salle University,De La Salle University,2016,,2-s2.0-85006337240,Control and Systems Engineering; Software; Computer Vision and Pattern Recognition; Computer Science Applications,ENGI; COMP,AUID-56771331700,AUID-55319953900
Jose Martin Z. Maningo,Elmer P. Dadios,56771331700,6602629924,De La Salle University,De La Salle University,2016,,2-s2.0-85006337240,Control and Systems Engineering; Software; Computer Vision and Pattern Recognition; Computer Science Applications,ENGI; COMP,AUID-56771331700,AUID-6602629924
Reiichiro Christian S. Nakano,Ryan Rhay P. Vicerra,56770789600,55319953900,De La Salle University,De La Salle University,2016,,2-s2.0-85006337240,Control and Systems Engineering; Software; Computer Vision and Pattern Recognition; Computer Science Applications,ENGI; COMP,AUID-56770789600,AUID-55319953900
Reiichiro Christian S. Nakano,Elmer P. Dadios,56770789600,6602629924,De La Salle University,De La Salle University,2016,,2-s2.0-85006337240,Control and Systems Engineering; Software; Computer Vision and Pattern Recognition; Computer Science Applications,ENGI; COMP,AUID-56770789600,AUID-6602629924
Ryan Rhay P. Vicerra,Elmer P. Dadios,55319953900,6602629924,De La Salle University,De La Salle University,2016,,2-s2.0-85006337240,Control and Systems Engineering; Software; Computer Vision and Pattern Recognition; Computer Science Applications,ENGI; COMP,AUID-55319953900,AUID-6602629924
Ryan Anthony,J. De Belen,57192592038,57192585881,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-85006954184,Computer Graphics and Computer-Aided Design; Human-Computer Interaction; Computer Vision and Pattern Recognition,COMP,AUID-57192592038,AUID-57192585881
Ryan Anthony,Rowel O. Atienzay,57192592038,57192587916,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-85006954184,Computer Graphics and Computer-Aided Design; Human-Computer Interaction; Computer Vision and Pattern Recognition,COMP,AUID-57192592038,AUID-57192587916
J. De Belen,Rowel O. Atienzay,57192585881,57192587916,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-85006954184,Computer Graphics and Computer-Aided Design; Human-Computer Interaction; Computer Vision and Pattern Recognition,COMP,AUID-57192585881,AUID-57192587916
Arnulfo P. Azcarraga,Arturo P. Caronongan,6603344705,57190935214,De La Salle University,De La Salle University,2016,,2-s2.0-85007170440,Software; Artificial Intelligence,COMP,AUID-6603344705,AUID-57190935214
Alexis Richard C. Claridades,Jara Kaye S. Villanueva,57191824817,57188876017,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-84994047167,"Information Systems; Geography, Planning and Development",COMP; SOCI,AUID-57191824817,AUID-57188876017
Alexis Richard C. Claridades,Edgardo G. Macatulad,57191824817,56540066900,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-84994047167,"Information Systems; Geography, Planning and Development",COMP; SOCI,AUID-57191824817,AUID-56540066900
Jara Kaye S. Villanueva,Edgardo G. Macatulad,57188876017,56540066900,University of the Philippines - Diliman,University of the Philippines - Diliman,2016,,2-s2.0-84994047167,"Information Systems; Geography, Planning and Development",COMP; SOCI,AUID-57188876017,AUID-56540066900
Caroline Natalie M Peralta,Jaderick P. Pabico,57191340032,8522355600,University of the Philippines - Los Banos,University of the Philippines - Los Banos,2016,,2-s2.0-84988813605,Computer Networks and Communications; Electrical and Electronic Engineering,COMP; ENGI,AUID-57191340032,AUID-8522355600
Renann G. Baldovino,Gregg R. Garcia,56741519000,57189094206,De La Salle University,De La Salle University,2016,,2-s2.0-84989159347,Health (social science); Computer Science (all); Education; Mathematics (all); Environmental Science (all); Engineering (all); Energy (all),SOCI; COMP; MATH; ENVI; ENGI; ENER,AUID-56741519000,AUID-57189094206
Carlo Migel Bautista,Clifford Austin Dy,57191608540,57191620245,De La Salle University,De La Salle University,2016,,2-s2.0-84992059403,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191608540,AUID-57191620245
Carlo Migel Bautista,Miguel Iñigo Mañalac,57191608540,57191624220,De La Salle University,De La Salle University,2016,,2-s2.0-84992059403,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191608540,AUID-57191624220
Carlo Migel Bautista,Raphael Angelo Orbe,57191608540,57191618278,De La Salle University,De La Salle University,2016,,2-s2.0-84992059403,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191608540,AUID-57191618278
Carlo Migel Bautista,Macario O. Cordel II,57191608540,54981663000,De La Salle University,De La Salle University,2016,,2-s2.0-84992059403,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191608540,AUID-54981663000
Clifford Austin Dy,Miguel Iñigo Mañalac,57191620245,57191624220,De La Salle University,De La Salle University,2016,,2-s2.0-84992059403,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191620245,AUID-57191624220
Clifford Austin Dy,Raphael Angelo Orbe,57191620245,57191618278,De La Salle University,De La Salle University,2016,,2-s2.0-84992059403,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191620245,AUID-57191618278
Clifford Austin Dy,Macario O. Cordel II,57191620245,54981663000,De La Salle University,De La Salle University,2016,,2-s2.0-84992059403,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191620245,AUID-54981663000
Miguel Iñigo Mañalac,Raphael Angelo Orbe,57191624220,57191618278,De La Salle University,De La Salle University,2016,,2-s2.0-84992059403,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191624220,AUID-57191618278
Miguel Iñigo Mañalac,Macario O. Cordel II,57191624220,54981663000,De La Salle University,De La Salle University,2016,,2-s2.0-84992059403,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191624220,AUID-54981663000
Raphael Angelo Orbe,Macario O. Cordel II,57191618278,54981663000,De La Salle University,De La Salle University,2016,,2-s2.0-84992059403,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191618278,AUID-54981663000
Jonathan Paul Cempron,Chudrack Salinas,57191613362,57191610269,De La Salle University,De La Salle University,2016,,2-s2.0-84992061450,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191613362,AUID-57191610269
Jonathan Paul Cempron,Jonathan Benedict Gonzales,57191613362,57191622964,De La Salle University,De La Salle University,2016,,2-s2.0-84992061450,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191613362,AUID-57191622964
Jonathan Paul Cempron,Roger Luis Uy,57191613362,56102277200,De La Salle University,De La Salle University,2016,,2-s2.0-84992061450,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191613362,AUID-56102277200
Jonathan Paul Cempron,Yuuki Hayakawa,57191613362,57191621599,De La Salle University,De La Salle University,2016,,2-s2.0-84992061450,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191613362,AUID-57191621599
Chudrack Salinas,Jonathan Benedict Gonzales,57191610269,57191622964,De La Salle University,De La Salle University,2016,,2-s2.0-84992061450,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191610269,AUID-57191622964
Chudrack Salinas,Roger Luis Uy,57191610269,56102277200,De La Salle University,De La Salle University,2016,,2-s2.0-84992061450,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191610269,AUID-56102277200
Chudrack Salinas,Yuuki Hayakawa,57191610269,57191621599,De La Salle University,De La Salle University,2016,,2-s2.0-84992061450,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191610269,AUID-57191621599
Jonathan Benedict Gonzales,Roger Luis Uy,57191622964,56102277200,De La Salle University,De La Salle University,2016,,2-s2.0-84992061450,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191622964,AUID-56102277200
Jonathan Benedict Gonzales,Yuuki Hayakawa,57191622964,57191621599,De La Salle University,De La Salle University,2016,,2-s2.0-84992061450,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191622964,AUID-57191621599
Roger Luis Uy,Yuuki Hayakawa,56102277200,57191621599,De La Salle University,De La Salle University,2016,,2-s2.0-84992061450,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-56102277200,AUID-57191621599
Ma. Angelica Capuz,Lorraine Policarpio,57191621738,57191614853,De La Salle University,De La Salle University,2016,,2-s2.0-84992028874,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191621738,AUID-57191614853
Ma. Angelica Capuz,Brylle Joseph Quinto,57191621738,57191619675,De La Salle University,De La Salle University,2016,,2-s2.0-84992028874,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191621738,AUID-57191619675
Ma. Angelica Capuz,Selwyn Emerson Reyes,57191621738,57191611005,De La Salle University,De La Salle University,2016,,2-s2.0-84992028874,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191621738,AUID-57191611005
Ma. Angelica Capuz,Roger Luis Uy,57191621738,56102277200,De La Salle University,De La Salle University,2016,,2-s2.0-84992028874,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191621738,AUID-56102277200
Lorraine Policarpio,Brylle Joseph Quinto,57191614853,57191619675,De La Salle University,De La Salle University,2016,,2-s2.0-84992028874,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191614853,AUID-57191619675
Lorraine Policarpio,Selwyn Emerson Reyes,57191614853,57191611005,De La Salle University,De La Salle University,2016,,2-s2.0-84992028874,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191614853,AUID-57191611005
Lorraine Policarpio,Roger Luis Uy,57191614853,56102277200,De La Salle University,De La Salle University,2016,,2-s2.0-84992028874,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191614853,AUID-56102277200
Brylle Joseph Quinto,Selwyn Emerson Reyes,57191619675,57191611005,De La Salle University,De La Salle University,2016,,2-s2.0-84992028874,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191619675,AUID-57191611005
Brylle Joseph Quinto,Roger Luis Uy,57191619675,56102277200,De La Salle University,De La Salle University,2016,,2-s2.0-84992028874,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191619675,AUID-56102277200
Selwyn Emerson Reyes,Roger Luis Uy,57191611005,56102277200,De La Salle University,De La Salle University,2016,,2-s2.0-84992028874,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191611005,AUID-56102277200
John Adriel Benolirao,Anton Jaie De Joya,57191610214,57191618139,De La Salle University,De La Salle University,2016,,2-s2.0-84992089828,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191610214,AUID-57191618139
John Adriel Benolirao,Isaac Lim,57191610214,57191616695,De La Salle University,De La Salle University,2016,,2-s2.0-84992089828,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191610214,AUID-57191616695
John Adriel Benolirao,Lois Klaryze Osayta,57191610214,57191614501,De La Salle University,De La Salle University,2016,,2-s2.0-84992089828,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191610214,AUID-57191614501
John Adriel Benolirao,Macario O. Cordel II,57191610214,54981663000,De La Salle University,De La Salle University,2016,,2-s2.0-84992089828,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191610214,AUID-54981663000
Anton Jaie De Joya,Isaac Lim,57191618139,57191616695,De La Salle University,De La Salle University,2016,,2-s2.0-84992089828,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191618139,AUID-57191616695
Anton Jaie De Joya,Lois Klaryze Osayta,57191618139,57191614501,De La Salle University,De La Salle University,2016,,2-s2.0-84992089828,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191618139,AUID-57191614501
Anton Jaie De Joya,Macario O. Cordel II,57191618139,54981663000,De La Salle University,De La Salle University,2016,,2-s2.0-84992089828,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191618139,AUID-54981663000
Isaac Lim,Lois Klaryze Osayta,57191616695,57191614501,De La Salle University,De La Salle University,2016,,2-s2.0-84992089828,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191616695,AUID-57191614501
Isaac Lim,Macario O. Cordel II,57191616695,54981663000,De La Salle University,De La Salle University,2016,,2-s2.0-84992089828,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191616695,AUID-54981663000
Lois Klaryze Osayta,Macario O. Cordel II,57191614501,54981663000,De La Salle University,De La Salle University,2016,,2-s2.0-84992089828,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57191614501,AUID-54981663000
Daniel Stanley Tan,Robertneil Leong,56770605200,57190000328,De La Salle University,De La Salle University,2016,,2-s2.0-84992135106,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-56770605200,AUID-57190000328
Daniel Stanley Tan,Ann Franchesca B. Laguna,56770605200,55598239800,De La Salle University,De La Salle University,2016,,2-s2.0-84992135106,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-56770605200,AUID-55598239800
Daniel Stanley Tan,Courtney Ngo,56770605200,56769130700,De La Salle University,De La Salle University,2016,,2-s2.0-84992135106,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-56770605200,AUID-56769130700
Daniel Stanley Tan,Angelyn Lao,56770605200,34976916500,De La Salle University,De La Salle University,2016,,2-s2.0-84992135106,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-56770605200,AUID-34976916500
Daniel Stanley Tan,Divina Medina Amalin,56770605200,6602768637,De La Salle University,De La Salle University,2016,,2-s2.0-84992135106,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-56770605200,AUID-6602768637
Robertneil Leong,Ann Franchesca B. Laguna,57190000328,55598239800,De La Salle University,De La Salle University,2016,,2-s2.0-84992135106,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57190000328,AUID-55598239800
Robertneil Leong,Courtney Ngo,57190000328,56769130700,De La Salle University,De La Salle University,2016,,2-s2.0-84992135106,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57190000328,AUID-56769130700
Robertneil Leong,Angelyn Lao,57190000328,34976916500,De La Salle University,De La Salle University,2016,,2-s2.0-84992135106,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57190000328,AUID-34976916500
Robertneil Leong,Divina Medina Amalin,57190000328,6602768637,De La Salle University,De La Salle University,2016,,2-s2.0-84992135106,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-57190000328,AUID-6602768637
Ann Franchesca B. Laguna,Courtney Ngo,55598239800,56769130700,De La Salle University,De La Salle University,2016,,2-s2.0-84992135106,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-55598239800,AUID-56769130700
Ann Franchesca B. Laguna,Angelyn Lao,55598239800,34976916500,De La Salle University,De La Salle University,2016,,2-s2.0-84992135106,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-55598239800,AUID-34976916500
Ann Franchesca B. Laguna,Divina Medina Amalin,55598239800,6602768637,De La Salle University,De La Salle University,2016,,2-s2.0-84992135106,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-55598239800,AUID-6602768637
Courtney Ngo,Angelyn Lao,56769130700,34976916500,De La Salle University,De La Salle University,2016,,2-s2.0-84992135106,Computer Science Applications; Control and Optimization; Artificial Intelligence; Computer Networks and Communications,COMP; MATH,AUID-56769130700,AUID-34976916500
