Author 1,Author 2,ID 1,ID 2,Affiliation 1,Affiliation 2,Year,DOI,EID,General Areas,Specific Areas,AUID 1,AUID 2
Jessie S. Barrot,Mari Karen Lebumfacil Gabinete,55662587500,56958443800,De La Salle University,De La Salle University,2015,,2-s2.0-84946908757,Engineering (all); Environmental Science (all); Computer Science (all); Energy (all); Mathematics (all); Health (social science); Education,ENGI; ENVI; COMP; ENER; MATH; SOCI,AUID-55662587500,AUID-56958443800
Jessie S. Barrot,Carlo P. Magno,55662587500,35243089000,De La Salle University,De La Salle University,2015,,2-s2.0-84946908757,Engineering (all); Environmental Science (all); Computer Science (all); Energy (all); Mathematics (all); Health (social science); Education,ENGI; ENVI; COMP; ENER; MATH; SOCI,AUID-55662587500,AUID-35243089000
Jessie S. Barrot,Abdul Jhariel M Osman,55662587500,56957742400,De La Salle University,De La Salle University,2015,,2-s2.0-84946908757,Engineering (all); Environmental Science (all); Computer Science (all); Energy (all); Mathematics (all); Health (social science); Education,ENGI; ENVI; COMP; ENER; MATH; SOCI,AUID-55662587500,AUID-56957742400
Mari Karen Lebumfacil Gabinete,Carlo P. Magno,56958443800,35243089000,De La Salle University,De La Salle University,2015,,2-s2.0-84946908757,Engineering (all); Environmental Science (all); Computer Science (all); Energy (all); Mathematics (all); Health (social science); Education,ENGI; ENVI; COMP; ENER; MATH; SOCI,AUID-56958443800,AUID-35243089000
Mari Karen Lebumfacil Gabinete,Abdul Jhariel M Osman,56958443800,56957742400,De La Salle University,De La Salle University,2015,,2-s2.0-84946908757,Engineering (all); Environmental Science (all); Computer Science (all); Energy (all); Mathematics (all); Health (social science); Education,ENGI; ENVI; COMP; ENER; MATH; SOCI,AUID-56958443800,AUID-56957742400
Carlo P. Magno,Abdul Jhariel M Osman,35243089000,56957742400,De La Salle University,De La Salle University,2015,,2-s2.0-84946908757,Engineering (all); Environmental Science (all); Computer Science (all); Energy (all); Mathematics (all); Health (social science); Education,ENGI; ENVI; COMP; ENER; MATH; SOCI,AUID-35243089000,AUID-56957742400
Rhett Jason C Buzon,Louis Timothy D Dumlao,57189463306,57189470372,De La Salle University,De La Salle University,2015,,2-s2.0-84971291504,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189463306,AUID-57189470372
Rhett Jason C Buzon,Micaela Angela C Mangubat,57189463306,57189459168,De La Salle University,De La Salle University,2015,,2-s2.0-84971291504,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189463306,AUID-57189459168
Rhett Jason C Buzon,Jan Robert D Villarosa,57189463306,57189466556,De La Salle University,De La Salle University,2015,,2-s2.0-84971291504,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189463306,AUID-57189466556
Rhett Jason C Buzon,Briane Paul V. Samson,57189463306,56487306700,De La Salle University,De La Salle University,2015,,2-s2.0-84971291504,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189463306,AUID-56487306700
Louis Timothy D Dumlao,Micaela Angela C Mangubat,57189470372,57189459168,De La Salle University,De La Salle University,2015,,2-s2.0-84971291504,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189470372,AUID-57189459168
Louis Timothy D Dumlao,Jan Robert D Villarosa,57189470372,57189466556,De La Salle University,De La Salle University,2015,,2-s2.0-84971291504,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189470372,AUID-57189466556
Louis Timothy D Dumlao,Briane Paul V. Samson,57189470372,56487306700,De La Salle University,De La Salle University,2015,,2-s2.0-84971291504,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189470372,AUID-56487306700
Micaela Angela C Mangubat,Jan Robert D Villarosa,57189459168,57189466556,De La Salle University,De La Salle University,2015,,2-s2.0-84971291504,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189459168,AUID-57189466556
Micaela Angela C Mangubat,Briane Paul V. Samson,57189459168,56487306700,De La Salle University,De La Salle University,2015,,2-s2.0-84971291504,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189459168,AUID-56487306700
Jan Robert D Villarosa,Briane Paul V. Samson,57189466556,56487306700,De La Salle University,De La Salle University,2015,,2-s2.0-84971291504,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189466556,AUID-56487306700
Roberto Basil E Cruz,Marvin T. Suangco,57189468955,57189459293,De La Salle University,De La Salle University,2015,,2-s2.0-84971273433,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189468955,AUID-57189459293
Roberto Basil E Cruz,Darren Karl A Sapalo,57189468955,57189463606,De La Salle University,De La Salle University,2015,,2-s2.0-84971273433,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189468955,AUID-57189463606
Roberto Basil E Cruz,Daniel Stanley Tan,57189468955,56770605200,De La Salle University,De La Salle University,2015,,2-s2.0-84971273433,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189468955,AUID-56770605200
Marvin T. Suangco,Darren Karl A Sapalo,57189459293,57189463606,De La Salle University,De La Salle University,2015,,2-s2.0-84971273433,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189459293,AUID-57189463606
Marvin T. Suangco,Daniel Stanley Tan,57189459293,56770605200,De La Salle University,De La Salle University,2015,,2-s2.0-84971273433,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189459293,AUID-56770605200
Darren Karl A Sapalo,Daniel Stanley Tan,57189463606,56770605200,De La Salle University,De La Salle University,2015,,2-s2.0-84971273433,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189463606,AUID-56770605200
Argel A. Bandala,Allimzon M. Lim,55599317400,55976239300,De La Salle University,De La Salle University,2015,,2-s2.0-84940560854,Electrical and Electronic Engineering; Computer Science Applications,ENGI; COMP,AUID-55599317400,AUID-55976239300
Argel A. Bandala,Mark Anthony D Cai,55599317400,55975708200,De La Salle University,De La Salle University,2015,,2-s2.0-84940560854,Electrical and Electronic Engineering; Computer Science Applications,ENGI; COMP,AUID-55599317400,AUID-55975708200
Argel A. Bandala,Allan Jeffrey C Bacar,55599317400,55975575900,De La Salle University,De La Salle University,2015,,2-s2.0-84940560854,Electrical and Electronic Engineering; Computer Science Applications,ENGI; COMP,AUID-55599317400,AUID-55975575900
Argel A. Bandala,Aynna Claudine G Mañosca,55599317400,56811623100,De La Salle University,De La Salle University,2015,,2-s2.0-84940560854,Electrical and Electronic Engineering; Computer Science Applications,ENGI; COMP,AUID-55599317400,AUID-56811623100
Allimzon M. Lim,Mark Anthony D Cai,55976239300,55975708200,De La Salle University,De La Salle University,2015,,2-s2.0-84940560854,Electrical and Electronic Engineering; Computer Science Applications,ENGI; COMP,AUID-55976239300,AUID-55975708200
Allimzon M. Lim,Allan Jeffrey C Bacar,55976239300,55975575900,De La Salle University,De La Salle University,2015,,2-s2.0-84940560854,Electrical and Electronic Engineering; Computer Science Applications,ENGI; COMP,AUID-55976239300,AUID-55975575900
Allimzon M. Lim,Aynna Claudine G Mañosca,55976239300,56811623100,De La Salle University,De La Salle University,2015,,2-s2.0-84940560854,Electrical and Electronic Engineering; Computer Science Applications,ENGI; COMP,AUID-55976239300,AUID-56811623100
Mark Anthony D Cai,Allan Jeffrey C Bacar,55975708200,55975575900,De La Salle University,De La Salle University,2015,,2-s2.0-84940560854,Electrical and Electronic Engineering; Computer Science Applications,ENGI; COMP,AUID-55975708200,AUID-55975575900
Mark Anthony D Cai,Aynna Claudine G Mañosca,55975708200,56811623100,De La Salle University,De La Salle University,2015,,2-s2.0-84940560854,Electrical and Electronic Engineering; Computer Science Applications,ENGI; COMP,AUID-55975708200,AUID-56811623100
Allan Jeffrey C Bacar,Aynna Claudine G Mañosca,55975575900,56811623100,De La Salle University,De La Salle University,2015,,2-s2.0-84940560854,Electrical and Electronic Engineering; Computer Science Applications,ENGI; COMP,AUID-55975575900,AUID-56811623100
Maricar S. Prudente,Socorro E. Aguja,6602077243,56798594800,De La Salle University,De La Salle University,2015,,2-s2.0-84946915212,Health (social science); Computer Science (all); Education; Mathematics (all); Environmental Science (all); Engineering (all); Energy (all),SOCI; COMP; MATH; ENVI; ENGI; ENER,AUID-6602077243,AUID-56798594800
Maricar S. Prudente,Jovito C. Anito,6602077243,56958627400,De La Salle University,De La Salle University,2015,,2-s2.0-84946915212,Health (social science); Computer Science (all); Education; Mathematics (all); Environmental Science (all); Engineering (all); Energy (all),SOCI; COMP; MATH; ENVI; ENGI; ENER,AUID-6602077243,AUID-56958627400
Socorro E. Aguja,Jovito C. Anito,56798594800,56958627400,De La Salle University,De La Salle University,2015,,2-s2.0-84946915212,Health (social science); Computer Science (all); Education; Mathematics (all); Environmental Science (all); Engineering (all); Energy (all),SOCI; COMP; MATH; ENVI; ENGI; ENER,AUID-56798594800,AUID-56958627400
Jeffrey Garcia,Jo Rupert Copiaco,56288487800,57200138546,De La Salle University,De La Salle University,2015,,2-s2.0-85039920797,Computer Science Applications; Human-Computer Interaction; Education,COMP; SOCI,AUID-56288487800,AUID-57200138546
Jeffrey Garcia,John Philips Nufable,56288487800,57200140306,De La Salle University,De La Salle University,2015,,2-s2.0-85039920797,Computer Science Applications; Human-Computer Interaction; Education,COMP; SOCI,AUID-56288487800,AUID-57200140306
Jeffrey Garcia,Francis Amoranto,56288487800,57200138552,De La Salle University,De La Salle University,2015,,2-s2.0-85039920797,Computer Science Applications; Human-Computer Interaction; Education,COMP; SOCI,AUID-56288487800,AUID-57200138552
Jeffrey Garcia,Judith J. Azcarraga,56288487800,54392559600,De La Salle University,De La Salle University,2015,,2-s2.0-85039920797,Computer Science Applications; Human-Computer Interaction; Education,COMP; SOCI,AUID-56288487800,AUID-54392559600
Jo Rupert Copiaco,John Philips Nufable,57200138546,57200140306,De La Salle University,De La Salle University,2015,,2-s2.0-85039920797,Computer Science Applications; Human-Computer Interaction; Education,COMP; SOCI,AUID-57200138546,AUID-57200140306
Jo Rupert Copiaco,Francis Amoranto,57200138546,57200138552,De La Salle University,De La Salle University,2015,,2-s2.0-85039920797,Computer Science Applications; Human-Computer Interaction; Education,COMP; SOCI,AUID-57200138546,AUID-57200138552
Jo Rupert Copiaco,Judith J. Azcarraga,57200138546,54392559600,De La Salle University,De La Salle University,2015,,2-s2.0-85039920797,Computer Science Applications; Human-Computer Interaction; Education,COMP; SOCI,AUID-57200138546,AUID-54392559600
John Philips Nufable,Francis Amoranto,57200140306,57200138552,De La Salle University,De La Salle University,2015,,2-s2.0-85039920797,Computer Science Applications; Human-Computer Interaction; Education,COMP; SOCI,AUID-57200140306,AUID-57200138552
John Philips Nufable,Judith J. Azcarraga,57200140306,54392559600,De La Salle University,De La Salle University,2015,,2-s2.0-85039920797,Computer Science Applications; Human-Computer Interaction; Education,COMP; SOCI,AUID-57200140306,AUID-54392559600
Francis Amoranto,Judith J. Azcarraga,57200138552,54392559600,De La Salle University,De La Salle University,2015,,2-s2.0-85039920797,Computer Science Applications; Human-Computer Interaction; Education,COMP; SOCI,AUID-57200138552,AUID-54392559600
Patrick Von Angelo V. Atienza,Hans Jefferson L. Lim,57189455904,57189456932,De La Salle University,De La Salle University,2015,,2-s2.0-84971281701,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189455904,AUID-57189456932
Patrick Von Angelo V. Atienza,Patrick T. Lo,57189455904,57189464338,De La Salle University,De La Salle University,2015,,2-s2.0-84971281701,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189455904,AUID-57189464338
Patrick Von Angelo V. Atienza,Jan Mercadejas,57189455904,57189470744,De La Salle University,De La Salle University,2015,,2-s2.0-84971281701,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189455904,AUID-57189470744
Patrick Von Angelo V. Atienza,Clement Y. Ong,57189455904,57189455661,De La Salle University,De La Salle University,2015,,2-s2.0-84971281701,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189455904,AUID-57189455661
Hans Jefferson L. Lim,Patrick T. Lo,57189456932,57189464338,De La Salle University,De La Salle University,2015,,2-s2.0-84971281701,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189456932,AUID-57189464338
Hans Jefferson L. Lim,Jan Mercadejas,57189456932,57189470744,De La Salle University,De La Salle University,2015,,2-s2.0-84971281701,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189456932,AUID-57189470744
Hans Jefferson L. Lim,Clement Y. Ong,57189456932,57189455661,De La Salle University,De La Salle University,2015,,2-s2.0-84971281701,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189456932,AUID-57189455661
Patrick T. Lo,Jan Mercadejas,57189464338,57189470744,De La Salle University,De La Salle University,2015,,2-s2.0-84971281701,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189464338,AUID-57189470744
Patrick T. Lo,Clement Y. Ong,57189464338,57189455661,De La Salle University,De La Salle University,2015,,2-s2.0-84971281701,Mechanical Engineering; Electrical and Electronic Engineering; Computer Vision and Pattern Recognition,ENGI; COMP,AUID-57189464338,AUID-57189455661
