Source,Target,Type,Id,Label,timeset,Weight
Mervin Stewart C. Uy,Ken V. Hosoya,Undirected,404,,,1
Ruahden F. Dang-awan,Henry N. Adorna,Undirected,405,,,1
Ma. Regina Estuar,Dion Alfonso Velasco,Undirected,406,,,1
Janica Mae M. Lam,Ethel Ong,Undirected,407,,,1
andÂ Jerome Ibanez,Ravi D. Militar,Undirected,408,,,1
Henry N. Adorna,Francis,Undirected,409,,,1
Nestine Hope S. Hernandez,Francis George C. Cabarle,Undirected,410,,,1
Pia Melissa M. Encarnacion,Isabel M. Constantino,Undirected,411,,,1
Manolito Octaviano Jr.,Allain Paolo Hiya,Undirected,412,,,1
Lourdes J. Santiago,Deion C. Menor,Undirected,413,,,1
Maureen M. Villamor,Ma. Mercedes T. Rodrigo,Undirected,414,,,2
Jacob Chan,Ella Mara Melanie Perez,Undirected,415,,,1
Christian Paulo De Leon,Allan Adrian Gatchalian,Undirected,416,,,1
Jym Paul Carandang,Henry N. Adorna,Undirected,417,,,2
Ethel Ong,Alden Luc R. Hade,Undirected,418,,,1
Roselle S. Basa,Cecilio Dela Cruz,Undirected,419,,,1
Paulo Noel G. Paje,Ariel S. Betan,Undirected,420,,,1
Samantha G. Mallari,Ernesto C. Boydon,Undirected,421,,,1
Henry N. Adorna,Ephraim D. Mendoza,Undirected,422,,,1
Mygel Andrei Martija,Henry N. Adorna,Undirected,423,,,1
Laurenz Adriel Tolentino,Allan Borra,Undirected,424,,,1
Michelle Ormoc,Lawrence Yap,Undirected,425,,,1
Mary Jane G. Sabellano,Heinrich Von P. Woogue,Undirected,426,,,1
Sang N. Le,Kok-Lim Low,Undirected,427,,,1
John Meynard Sanchez,Ava Marie Villareal,Undirected,428,,,1
Jaimie Bringas,Charisse Hong,Undirected,429,,,1
Zyra Bravo,Ma. Anne Therese Musong,Undirected,430,,,1
Richelle Ann B. Juayong,Francis George C. Cabarle,Undirected,431,,,1
Rodolfo Raga Jr,Jennifer D. Raga,Undirected,432,,,1
John Carlo R. Gonzales,Art Maco T. Del Rosario,Undirected,433,,,1
Guido David,Gabriel Dominik E. Sison,Undirected,434,,,1
John Paul C. Vergara,Job Eliezek Bangayan,Undirected,435,,,1
Prospero C. Naval,Macliing Gabriel Q. Aydinan,Undirected,436,,,1
John Raymound Lemuel Javier,Catherine Mae PeÃ±a,Undirected,437,,,1
Jean Malolos,Henry N. Adorna,Undirected,438,,,1
Val Randolf M. Madrid,Maricor N. Soriano,Undirected,439,,,1
Karlo Soriano,Cedric Festin,Undirected,440,,,1
Richard Bryann L. Chua,Marvin Joseph R. OcceÃ±o,Undirected,441,,,1
Roberto Legaspi,Nathalie Rose Lim-Cheng,Undirected,442,,,2
Nestine Hope S. Hernandez,Neil Jonathan A. Joaquin,Undirected,443,,,1
Nikko G. Cabang,Albert A. Vinluan,Undirected,444,,,1
Jaime DL Caro,Bianca Camille Silmaro,Undirected,445,,,1
Nathaniel Oco,Allan Borra,Undirected,446,,,1
Rocky Marcelino,Katrina Joy Abriol-Santos,Undirected,447,,,1
Roselle S. Basa,Daryll Santos,Undirected,448,,,1
Jym Paul A. Carandang,Francis George C. Cabarle,Undirected,449,,,1
Ma. Regina Estuar,Adrian Cordero,Undirected,450,,,1
Neil Jonathan A. Joaquin,Henry N. Adorna,Undirected,451,,,1
Patricia Anne Eugenio,Fritz Kevin Flores,Undirected,452,,,1
Ariel S. Betan,Annette G. Lagman,Undirected,453,,,1
Raphael Bihis,Carlo Adriano,Undirected,454,,,1
Sony Renz Manalo,Ryan ChristopherÂ Pinca,Undirected,455,,,1
Mary Jane G. Sabellano,Kim Christian T. Cubillan,Undirected,456,,,1
John Eddie D. Macias,Erika Ritzelle P. Bondoc,Undirected,457,,,1
John Paul C. Vergara,Jeau Gigataras,Undirected,458,,,1
John Meynard Sanchez,Drew Dolot,Undirected,459,,,1
Trisha Regine P. Wang,Juan Miguel C. Roman,Undirected,460,,,1
Mark Joseph Ronquillo,Jun Rangie Obispo,Undirected,461,,,1
Ricco Laxamana,Rhia Trogo,Undirected,462,,,1
Vincent Paul L. Carpio,Joseph Anthony C. Hermocilla,Undirected,463,,,1
Janica Mae M. Lam,Camille Alexis T.R. Saavedra,Undirected,464,,,1
Christian Quinzon,Christian Philip Gelera,Undirected,465,,,1
Rocky Marcelino,Jorge Gil Angeles,Undirected,466,,,1
Prospero C. Naval,John Eric Z. Sy,Undirected,467,,,1
Melissa P. Juanillo,Mark Lorenz F. Eustaquio,Undirected,468,,,1
Kevin Pagtakhan,Edward Tighe,Undirected,469,,,1
Rachel Edita Roxas,Leif Romeritch Syliongka,Undirected,470,,,2
Ronald M. Pascual,Ayman P. Cabotaje,Undirected,471,,,1
Jocelynn Cu,Jeno Paolo Rigor,Undirected,472,,,1
Rachel Edita Roxas,Maria Cristina P. Co,Undirected,473,,,1
Enrico Sison,Adrian Cordero,Undirected,474,,,1
Mark Arthur A. Caro,John Carlo A. Ariola,Undirected,475,,,1
Angelyn Lao,Andrew Laron,Undirected,476,,,1
Joel P. Ilao,Aaron Spencer K. Ngo,Undirected,477,,,1
JosephÂ Ordillano,Francis JonÂ Olaso,Undirected,478,,,1
Rowena C. Solamo,Ariel S. Betan,Undirected,479,,,1
Nestine Hope Hernandez,Francis George C. Cabarle,Undirected,480,,,1
Daniel Stanley Tan,Angelyn Lao,Undirected,481,,,1
Katrina B. Calpito,Cecil Jose A. Delfinado,Undirected,482,,,1
Kristine Mae M. Adlaon,Charibeth Cheng,Undirected,483,,,2
Nikko T. Borja,Jared Luke C. Pangilinan,Undirected,484,,,1
Eric R. Punzalan,Aaron Spencer K. Ngo,Undirected,485,,,1
Carlo D. Mendoza,Alyssa Nicole N. Ty,Undirected,486,,,1
Lourdes J. Santiago,Andrei D. Coronel,Undirected,487,,,1
John Paul C. Vergara,Alyssa Nicole N. Ty,Undirected,488,,,1
Ronald Pascual,Allan Adrian Gatchalian,Undirected,489,,,1
Nestine Hope S. Hernandez,Kelvin BuÃ±o,Undirected,490,,,1
Roger Luis Uy,Macario O. Cordel II,Undirected,491,,,1
R.W. Gardon,Kardi Teknomo,Undirected,492,,,1
Tod Allman,Richard Denton,Undirected,493,,,1
Job Eliezek Bangayan,Jeau Gigataras,Undirected,494,,,1
Zechariah B. Jimenez,Nestine Hope Hernandez,Undirected,495,,,1
Oliver Isaac L. Chan,Charibeth Cheng,Undirected,496,,,1
John Matthew Villaflores,Francis George C. Cabarle,Undirected,497,,,1
Melissa P. Juanillo,Ma. Christina R. Aragon,Undirected,498,,,1
Rafael A. Cabredo,Oliver Isaac L. Chan,Undirected,499,,,1
Nikko G. Cabang,Marc Angelo P. Martinez,Undirected,500,,,1
Patricia Angela Abu,Javier Teodoro Flavier,Undirected,501,,,1
Miguel Mercado,Danny C. Cheng,Undirected,502,,,1
Ruy Josel Verano,Jan Michael Bernardo,Undirected,503,,,1
Juan Lorenzo Hagad,Annalyn Reganit,Undirected,504,,,1
Richelle Ann B. Juayong,Francis,Undirected,505,,,1
Joseph Benjamin Ferrer,Anthony Brian Dy,Undirected,506,,,1
Marco C. Lucena,John Paul C. Vergara,Undirected,507,,,1
Ronald Pascual,Christian Paulo De Leon,Undirected,508,,,1
Rommel P. Feria,Jaime DL Caro,Undirected,509,,,1
Charles Jansen Ignacio,Andrei D. Coronel,Undirected,510,,,1
Jorge Gil Angeles,Jaime Samaniego,Undirected,511,,,1
William JamesÂ Custodio and Yun Sup Lee,Emmanuel Asuncion Jr.,Undirected,512,,,1
John Paul C. Vergara,Gabriel K. De Jesus,Undirected,513,,,1
Mark Lorenz F. Eustaquio,Emilio Angelo D. Alindogan,Undirected,514,,,1
Richelle Ann B. Juayong,George C. Cabarle,Undirected,515,,,1
Jym Paul A. Carandang,Dionne Peter P. Cailipan,Undirected,516,,,1
Ronald M. Pascual,Michael B. Simora,Undirected,517,,,1
Selwyn Emerson Reyes,Roger Luis Uy,Undirected,518,,,1
Joanna De Guzman,Jan Michael Bernardo,Undirected,519,,,1
Karl Joseph Centillo,Jian Michael Wu,Undirected,520,,,1
Nestine Hope S. Hernandez,Francis,Undirected,521,,,1
Paulo Miguel S. Capuz,Lorena R. Rabago,Undirected,522,,,1
Francis George C. Cabarle,Dionne Peter P. Cailipan,Undirected,523,,,1
Thelma Palaoag,Christian dela Cruz,Undirected,524,,,1
Kelvin BuÃ±o,Jym Paul A. Carandang,Undirected,525,,,1
John Raymound Lemuel Javier,Jian Michael Wu,Undirected,526,,,1
Kardi Teknomo,John Roy Geralde,Undirected,527,,,1
Rhia Trogo,Merlin Teodosia C. Suarez,Undirected,528,,,1
Jennifer C. Ureta,Conrado R. Ruiz Jr,Undirected,529,,,1
Eloisa Anne B. Gervasio,Cymon Nicollo P. Marcaida,Undirected,530,,,1
Francis Jomer Gallardo,Armina Francisco,Undirected,531,,,1
Maria Isabel Saludares,Charles Kevin Verdad,Undirected,532,,,1
Cymon Nicollo P. Marcaida,Briane Paul V. Samson,Undirected,533,,,1
Naomi Mendaros,Baldip Bhuller,Undirected,534,,,1
Nestine Hope S. Hernandez,Henry N. Adorna,Undirected,535,,,3
Marc Angelo P. Martinez,Carlo Marco S. Ortiz,Undirected,536,,,1
Marc Ericson Santos,Ma. Mercedes T. Rodrigo,Undirected,537,,,1
Maritoni Escalona,Kevin Pagtakhan,Undirected,538,,,1
Jan Nicole Domingo,Irene Therese Bermejo,Undirected,539,,,1
Tita R. Herradura,Merlin Teodosia C. Suarez,Undirected,540,,,2
William Emmanuel S. Yu,April Gale V. Guevara,Undirected,541,,,1
Trisha Regine P. Wang,David Jonathan L. Relacion,Undirected,542,,,1
John Carlo R. Gonzales,Carlo Marco S. Ortiz,Undirected,543,,,1
Richelle Ann B. Juayong,Kelvin C. Buno,Undirected,544,,,1
Sahnir Yap,Rancelli Jane Roxas,Undirected,545,,,1
Carlo Marco S. Ortiz,Amiel John B. Atienza,Undirected,546,,,1
Nikkol John Morales,Gregory Cu,Undirected,547,,,1
Jonathan Danao,Elijah Joshua Cayabyab,Undirected,548,,,1
Jerry Y. Hom,Febrev F. Dela Cruz,Undirected,549,,,1
Emmanuel M. Malaay,Ayman P. Cabotaje,Undirected,550,,,1
William Emmanuel S. Yu,Brian Christopher T. Guadalupe,Undirected,551,,,1
William JamesÂ Custodio and Yun Sup Lee,Aaron Jan Baldomar,Undirected,552,,,1
John Cliford Rosales,Dion Alfonso Velasco,Undirected,553,,,1
Cher T. Panlilio,Andrei D. Coronel,Undirected,554,,,1
Michelle Ormoc,Marvin Limson,Undirected,555,,,1
Zechariah B. Jimenez,Henry N. Adorna,Undirected,556,,,1
John Sixto G. Santos,John Carlo A. Ariola,Undirected,557,,,1
Marc Angelo P. Martinez,Jedidiah B. Constantino,Undirected,558,,,1
Rafael A. Cabredo,Ken V. Hosoya,Undirected,559,,,1
Paolo Josef,Annalyn Reganit,Undirected,560,,,1
Sean Michael Amador,Aaron Noel De Leon,Undirected,561,,,1
Katrina T. Lacsamana,Albert H. Rivera,Undirected,562,,,1
Judith J. Azcarraga,Albert H. Rivera,Undirected,563,,,1
John Richard Bunyi,Job Eliezek Bangayan,Undirected,564,,,1
Sony Renz Manalo,Manolito Octaviano Jr.,Undirected,565,,,1
Joshua CastaÃ±eda,Elijah Joshua Cayabyab,Undirected,566,,,1
Rachel Edita Roxas,Joel P. Ilao,Undirected,567,,,1
Rocky Marcelino,Jaime Samaniego,Undirected,568,,,1
Roselle S. Basa,Rex P. Bringula,Undirected,569,,,1
Fatima Suzanne G. De Villa,Cedric Festin,Undirected,570,,,1
Trisha Regine P. Wang,Katrina B. Calpito,Undirected,571,,,1
John Paul C. Vergara,Enrico M. Tria,Undirected,572,,,1
Conrad Olega,Cedric Festin,Undirected,573,,,1
Nikko G. Cabang,Jedidiah B. Constantino,Undirected,574,,,1
Allan A. Sioson,Al Jamil L. Arazas,Undirected,575,,,1
V.M.II Romero,C.D.S. Ergina,Undirected,576,,,1
Chynna Julia Cordevilla,Cedric Festin,Undirected,577,,,1
Nestine Hope S. Hernandez,Jym Paul A. Carandang,Undirected,578,,,1
Gabriel Dominik E. Sison,Aimee B. Rarugal,Undirected,579,,,1
Prinz Nikko C. Palahang,Jerald Aldin A. Dagaang,Undirected,580,,,1
Val Randolf Madrid,Renior Abrea,Undirected,581,,,1
Redan Benedict Alcaide,Kier Sostenes Guevara,Undirected,582,,,1
Fernito Llanita,Dea Ferrer,Undirected,583,,,1
Charisse Hong,Carlo Adriano,Undirected,584,,,1
Paulo Miguel S. Capuz,Eva R. Samillano,Undirected,585,,,1
Rafael Gerard Formes,Cedric Festin,Undirected,586,,,1
Brian Christopher T. Guadalupe,Aldrich Ellis C. Asuncion,Undirected,587,,,1
Sean Michael Amador,Roselle S. Basa,Undirected,588,,,1
Samantha G. Mallari,Lorena R. Rabago,Undirected,589,,,1
Wilben Christie R. Pagtaconan,Cecilia A. Mercado,Undirected,590,,,1
Miguel Paolo A.Â Maglaque,Andrei D.Â Coronel,Undirected,591,,,1
Tony Y. T. Chan,Edgar Bryan B. Nicart,Undirected,592,,,1
Nathalie Rose Lim-Cheng,Danny Cheng,Undirected,593,,,1
Merlin Teodosia C. Suarez,Annalyn Reganit,Undirected,594,,,1
Merlin Teodosia C. Suarez,Kevin Pagtakhan,Undirected,595,,,1
Lorraine Policarpio,Brylle Joseph Quinto,Undirected,596,,,1
Francis Bien Jan Viernes,Cedric Festin,Undirected,597,,,1
Prane Mariel B. Ong,Aaron Spencer K. Ngo,Undirected,598,,,1
Sherlyne L. Francia,Richelle Ann B. Juayon,Undirected,599,,,1
Gabriel K. De Jesus,Carlo D. Mendoza,Undirected,600,,,1
Katrina B. Calpito,David Jonathan L. Relacion,Undirected,601,,,1
Lorena R. Rabago,Ernesto C. Boydon,Undirected,602,,,1
Proceso Fernandez Jr,Clarisa Albarillo,Undirected,603,,,1
Winston M. Tabada,Jerik G. Beltran,Undirected,604,,,1
Warren AdamÂ Sto. Tomas,LawrenceÂ Miguel Antonio,Undirected,605,,,1
Kennedy E. Espina,Jan Nicole Domingo,Undirected,606,,,1
Paulo Miguel S. Capuz,Faith I. Ballesteros,Undirected,607,,,1
Kelvin C. Buno,Francis George C. Cabarle,Undirected,608,,,1
Faith I. Ballesteros,Eva R. Samillano,Undirected,609,,,1
Victoria May Paguio Mendoza,Jayrah Bena E. RiÃ±on,Undirected,610,,,1
Raymund C. Sison,Neil Patrick Del Gallego,Undirected,611,,,1
Jonathan Audric Matias,Andrei D. Coronel,Undirected,612,,,1
John Dinnex M. Valeros,Allan A. Sioson,Undirected,613,,,1
Proceso Fernandez Jr,Gabriel Alberto A. Sanchez,Undirected,614,,,1
Kristine Mae M. Adlaon,Ervin Fernandez,Undirected,615,,,2
Thomas James Tiam-Lee,Solomon See,Undirected,616,,,1
Cedric Festin,Anthony Brian Dy,Undirected,617,,,1
Ruji Medina,Ariel Sison,Undirected,618,,,1
Larry Vea,Camille Bencito,Undirected,619,,,1
Ma. Regina Estuar,Enrico Sison,Undirected,620,,,1
Vileser T. Naculangga,Jheanel E. Estrada,Undirected,621,,,1
Jocelynn Cu,Jian Michael Wu,Undirected,622,,,1
Solomon See,Roberto Legaspi,Undirected,623,,,1
Jasmine Irene Ng,Ethel Ong,Undirected,624,,,1
Kelvin BuÃ±o,Dionne Peter P. Cailipan,Undirected,625,,,1
Kennedy E. Espina,John Cliford Rosales,Undirected,626,,,1
May Marie P. Talandron,Joshua C. Martinez,Undirected,627,,,1
Paolo Josef,Juan Lorenzo Hagad,Undirected,628,,,1
Miguel Paolo A.Â Maglaque,Emmanuel Jon A.Â Magdaluyo,Undirected,629,,,1
Paul John O. Argarin,Francis,Undirected,630,,,1
Mark Lorenz F. Eustaquio,Febrev F. Dela Cruz,Undirected,631,,,1
Rommel P. Feria,Ariel S. Betan,Undirected,632,,,1
LawrenceÂ Miguel Antonio,Francis JonÂ Olaso,Undirected,633,,,1
Matthew Phillip Go,Allan Borra,Undirected,634,,,2
Paul John O. Argarin,Neil Jonathan A. Joaquin,Undirected,635,,,1
Ulyses A. Solon Jr,Guido David,Undirected,636,,,1
John Darill B. Desingco,Aaron Spencer K. Ngo,Undirected,637,,,1
Roger Luis Uy,Laurenz Adriel Tolentino,Undirected,638,,,1
Neil Patrick Del Gallego,Arvin Christopher Reyes,Undirected,639,,,1
Jerald Aldin A. Dagaang,Christelle R. Villezas,Undirected,640,,,1
Rafael A. Cabredo,Faramarz Ataollahi,Undirected,641,,,1
Mary B. Malana,Judith J. Azcarraga,Undirected,642,,,1
Guido David,Giovanni A. Tapang,Undirected,643,,,1
Kristine Mae M. Adlaon,Judith J. Azcarraga,Undirected,644,,,1
Rachel Edita Roxas,Angelica H. Dela Cruz,Undirected,645,,,1
Nikkol John Morales,John Lawrence PeÃ±afiel,Undirected,646,,,1
Kelvin C. Buno,Henry N. Adorna,Undirected,647,,,1
Sahnir Yap,Dollen Lour Huang,Undirected,648,,,1
Samantha G. Mallari,Faith I. Ballesteros,Undirected,649,,,1
Bobby D. Gerardo,Bartolome T. Tanguilig III,Undirected,650,,,1
Christian Paul Mirano,Camille Bencito,Undirected,651,,,1
Charl Amaba,Angie M. Ceniza,Undirected,652,,,1
andÂ Jerome Ibanez,Cymon Nicollo P. Marcaida,Undirected,653,,,1
Neila Paglinawan,Henry N. Adorna,Undirected,654,,,1
Clarissa Mae Garcia,Allison Mae Yu,Undirected,655,,,1
Jym Paul A. Carandang,Henry N. Adorna,Undirected,656,,,1
Ricco Laxamana,Maritoni Escalona,Undirected,657,,,1
Lee Javellana,Joel Addawe,Undirected,658,,,1
Ruy Josel Verano,Justin David Pineda,Undirected,659,,,1
Pia Melissa M. Encarnacion,Chiara Veronica D. SeÃ±ires,Undirected,660,,,1
Somnath Bera,Henry N. Adorna,Undirected,661,,,1
Henry N. Adorna,Denise Alyssa A. Francisco,Undirected,662,,,1
Marc Angelo P. Martinez,John Carlo R. Gonzales,Undirected,663,,,1
Ravi D. Militar,Briane Paul V. Samson,Undirected,664,,,1
Jun Rangie C. Obispo,Joshua C. Martinez,Undirected,665,,,1
Ren Tristan dela Cruz,Nestine Hope Hernandez,Undirected,666,,,1
Jaimie Bringas,Ann Franchesca Laguna,Undirected,667,,,1
John Lawrence PeÃ±afiel,Fili Emerson Chua,Undirected,668,,,1
Eloisa Anne B. Gervasio,Briane Paul V. Samson,Undirected,669,,,1
Allison Mae Yu,Alexis Pantola,Undirected,670,,,1
Manolito Octaviano Jr,Allan Borra,Undirected,671,,,1
Ramon Rodriguez,Joel P. Ilao,Undirected,672,,,1
Robee Khyra Mae J. Te,Alden Luc R. Hade,Undirected,673,,,1
Jhon Rick Salvedia,Dewi Retnoningsih,Undirected,674,,,1
Justin David Pineda,Joanna De Guzman,Undirected,675,,,1
Nathaniel Laxina,Maria Art Antonette ClariÃ±o,Undirected,676,,,1
Joseph Benjamin Ferrer,Christian Edensor Arbon,Undirected,677,,,1
Sean Michael Amador,Rex Bringula,Undirected,678,,,1
Zechariah B. Jimenez,Ren Tristan dela Cruz,Undirected,679,,,1
Ligaya Leah Figueroa,Ara Abigail Ambita,Undirected,680,,,1
Nivea Jane Urdas,Dewi Retnoningsih,Undirected,681,,,1
Robee Khyra Mae J. Te,Janica Mae M. Lam,Undirected,682,,,1
Mc Jervis Villaruel,Christian Philip Gelera,Undirected,683,,,1
Jaymee A. OlaÃ±o,III,Undirected,684,,,1
Maria Art Antonette Clariâ€‹Ã±â€‹o,Jorge Gil Angeles,Undirected,685,,,1
Nicole Marie T. Del Rosario,Marrick C. Neri,Undirected,686,,,2
Maristella Aquino,Charibeth Cheng,Undirected,687,,,2
Rhia Trogo,Maritoni Escalona,Undirected,688,,,1
Roger Luis Uy,Eric R. Punzalan,Undirected,689,,,1
Sherlyne L. Francia,Denise Alyssa A. Francisco,Undirected,690,,,1
Geronimo Miguel M.Â Mantes,Andrei D.Â Coronel,Undirected,691,,,1
Nathalie Rose Lim-Cheng,Emmanuel Asuncion Jr.,Undirected,692,,,1
Nilo T. Dela Cruz II,Allen L. Nazareno,Undirected,693,,,1
Richelle Ann B. Juayon,Henry N. Adorna,Undirected,694,,,1
Rachel Edita Roxas,Adrian Martin S. Sy,Undirected,695,,,1
Ethel Ong,Camille Alexis T.R. Saavedra,Undirected,696,,,1
Remedios de Dios Bulos,Neil Patrick Del Gallego,Undirected,697,,,1
Rex P. Bringula,Cecilio Dela Cruz,Undirected,698,,,1
Miguel Paolo M. Quijano,Jazmine Paola B. Barroga,Undirected,699,,,1
Jose Emmanuel D. Torrijos,Enrico Sison,Undirected,700,,,1
Samantha G. Mallari,Paulo Miguel S. Capuz,Undirected,701,,,1
Prane Mariel B. Ong,Joel P. Ilao,Undirected,702,,,1
Celine Villafuerte,Alexis Pantola,Undirected,703,,,1
Lourdes J. Santiago,Cher T. Panlilio,Undirected,704,,,1
Miguel Palma,Hadrian Ang,Undirected,705,,,1
Jaime DL Caro,Geoffrey Solano,Undirected,706,,,1
Ren Tristan dela Cruz,Francis George C. Cabarle,Undirected,707,,,2
Marvin Limson,Lawrence Yap,Undirected,708,,,1
Rozano S. Maniaol,Danilo J. Mercado,Undirected,709,,,1
Fatima Suzanne G. De Villa,Bryan Adam B. Tan,Undirected,710,,,1
Zuleika A. Yee,Dewey L. Sia,Undirected,711,,,1
Mark Joseph Ronquillo,Glen Charles Lopez,Undirected,712,,,1
Nestine Hope S. Hernandez,Ephraim D. Mendoza,Undirected,713,,,1
Macario O. Cordel II,John Darill B. Desingco,Undirected,714,,,1
Warren AdamÂ Sto. Tomas,Francis JonÂ Olaso,Undirected,715,,,1
Mary Grace Malana,Laurenz Adriel Tolentino,Undirected,716,,,1
Jr.,John Eric Z. Sy,Undirected,717,,,1
Kenneth Royce Brigola,Juan Lorenzo Hagad,Undirected,718,,,1
Roger Luis Uy,Mary Grace Malana,Undirected,719,,,1
Sun Arthur Ojeda,Jaime DL Caro,Undirected,720,,,1
Daryll Santos,Aaron Noel De Leon,Undirected,721,,,1
Jym Paul Carandang,Francis George C. Cabarle,Undirected,722,,,2
Jhon Rick Salvedia,Jay Chester Usero,Undirected,723,,,1
Miguel Adrian C. Domingo,April Gale V. Guevara,Undirected,724,,,1
Conrad Olega,Aaron Manaloto,Undirected,725,,,1
Rachel Edita Roxas,Nathaniel Oco,Undirected,726,,,3
Ronald M. Pascual,Emmanuel M. Malaay,Undirected,727,,,1
Henry N. Adorna,Ann Renzel Lagunda,Undirected,728,,,1
John Richard Bunyi,John Paul C. Vergara,Undirected,729,,,1
Nethania Katrina Surtida,Charles Jansen Ignacio,Undirected,730,,,1
Ruji Medina,Bobby Gerardo,Undirected,731,,,1
Rowena C. Solamo,Paulo Noel G. Paje,Undirected,732,,,1
Layton Jan M. Tee,Anne Grace H. Peralta,Undirected,733,,,1
Jayson A. Lucilo,Carlene P.C. Pilar-Arceo,Undirected,734,,,1
Neila Paglinawan,Mygel Andrei Martija,Undirected,735,,,1
Rafael A. Cabredo,Jordan Aiko Deja,Undirected,736,,,1
Patricia Anne Eugenio,Gregory Cu,Undirected,737,,,1
Jansen Keith Domoguen,Henry N. Adorna,Undirected,738,,,1
Vanlalhruaii Swansi,Judith J. Azcarraga,Undirected,739,,,1
Geoffrey Solano,Bianca Camille Silmaro,Undirected,740,,,1
Nivea Jane Urdas,Ava Marie Villareal,Undirected,741,,,1
Patrick Joseph M. Sadornas,Oliver Isaac L. Chan,Undirected,742,,,1
Deanne Erika Buena,Clarissa Mae Garcia,Undirected,743,,,1
Warren AdamÂ Sto. Tomas,JosephÂ Ordillano,Undirected,744,,,1
Ligaya Leah Figueroa,Charles Kevin Verdad,Undirected,745,,,1
Genesis Ian Palaganas,Francis George C. Cabarle,Undirected,746,,,1
Rocky Marcelino,Almie Carajay,Undirected,747,,,1
Pierre Allan K. Santiago,John Paul V. Guim,Undirected,748,,,1
Jaimie Bringas,Carlo Adriano,Undirected,749,,,1
Ken V. Hosoya,Jared Luke C. Pangilinan,Undirected,750,,,1
Roberto Legaspi,Danny C. Cheng,Undirected,751,,,1
Nikkol John Morales,Jocelynn Cu,Undirected,752,,,1
John Sixto G. Santos,Jaymee A. OlaÃ±o,Undirected,753,,,1
Nivea Jane Urdas,John Meynard Sanchez,Undirected,754,,,1
Ronald M. Pascual,Anthony B. Castillo,Undirected,755,,,1
Solomon See,Natalie Agustin,Undirected,756,,,1
Miguel Paolo A.Â Maglaque,Geronimo Miguel M.Â Mantes,Undirected,757,,,1
Jose Mirabueno,Christian Chan,Undirected,758,,,1
Nilo T. Dela Cruz II,Gimelle B. Gamilla,Undirected,759,,,1
Tod Allman,Stephen Beale,Undirected,760,,,1
Drew Dolot,Dewi Retnoningsih,Undirected,761,,,1
Rhia Trogo,Edward Tighe,Undirected,762,,,1
Prane Mariel B. Ong,Eric R. Punzalan,Undirected,763,,,1
Michael B. Simora,Emmanuel M. Malaay,Undirected,764,,,1
Ray Carlo AÃ±onuevo,Fernito Llanita,Undirected,765,,,1
Roselle S. Basa,Jose Mari Ramos,Undirected,766,,,1
Maricor N. Soriano,Eliezer A. Albacea,Undirected,767,,,1
William JamesÂ Custodio and Yun Sup Lee,Nathalie Rose Lim-Cheng,Undirected,768,,,1
Maria Cristina P. Co,Angelica H. Dela Cruz,Undirected,769,,,2
Ronald M. Pascual,Ronald John O. Cabatic,Undirected,770,,,1
Conrado R. Ruiz Jr,Christian Terrence Esguerra,Undirected,771,,,1
LawrenceÂ Miguel Antonio,JosephÂ Ordillano,Undirected,772,,,1
Raphael Bihis,Jaimie Bringas,Undirected,773,,,1
Roselle S. Basa,Rex Bringula,Undirected,774,,,1
Proceso Fernandez Jr,Patricia Angela Abu,Undirected,775,,,1
Melissa P. Juanillo,Febrev F. Dela Cruz,Undirected,776,,,1
Juan Miguel Ninobla,Christian Paulo De Leon,Undirected,777,,,1
Lorena R. Rabago,Faith I. Ballesteros,Undirected,778,,,1
Isabel M. Constantino,Chiara Veronica D. SeÃ±ires,Undirected,779,,,1
Nerio Pascual,Ariel Sison,Undirected,780,,,1
Ma. Christina R. Aragon,Febrev F. Dela Cruz,Undirected,781,,,1
John Richard Bunyi,Jeau Gigataras,Undirected,782,,,1
Kennedy E. Espina,Dion Alfonso Velasco,Undirected,783,,,1
Harvey Ian Arbas,Ara Abigail Ambita,Undirected,784,,,1
John Lawrence PeÃ±afiel,Gregory Cu,Undirected,785,,,1
Katrina T. Lacsamana,Judith J. Azcarraga,Undirected,786,,,1
Drew Dolot,Ava Marie Villareal,Undirected,787,,,1
Louie Lester E. Pascual,John Dinnex M. Valeros,Undirected,788,,,1
Maria Art Antonette Clariâ€‹Ã±â€‹o,Jaime Samaniego,Undirected,789,,,1
Zechariah B. Jimenez,Francis George C. Cabarle,Undirected,790,,,1
John Eddie D. Macias,Francis Percival M. Caparas,Undirected,791,,,1
Xavier Jeaspher Eser,Proceso Fernandez Jr,Undirected,792,,,1
Sean Michael Amador,Daryll Santos,Undirected,793,,,1
John Darill B. Desingco,Eric R. Punzalan,Undirected,794,,,1
Maristella Aquino,Kevin Villanueva,Undirected,795,,,2
Richelle Ann B. Juayong,Ephraim D. Mendoza,Undirected,796,,,1
Emmanuel Asuncion Jr.,Aaron Jan Baldomar,Undirected,797,,,1
Jeno Paolo Rigor,Gregory Cu,Undirected,798,,,1
Darren Josef M. Kho,Angie M. Ceniza,Undirected,799,,,1
Jocelynn Cu,Gregory Cu,Undirected,800,,,1
andÂ Jerome Ibanez,Briane Paul V. Samson,Undirected,801,,,1
Rafael A. Cabredo,Nikko T. Borja,Undirected,802,,,1
John Paul C. Vergara,Camille C. Diez,Undirected,803,,,1
Merlin Teodosia C. Suarez,Marvin Limson,Undirected,804,,,1
