Source,Target,Type,Id,Label,timeset,Weight
Jeno Paolo Rigor,Gregory Cu,Undirected,1528,,,1
Roxanne A. Pagaduan,Joshua M. Arpia,Undirected,1529,,,1
Paul D. Shaw,Jeremy D. Edwards,Undirected,1530,,,1
Carlyn Ann G. IbaÃ±ez,Bienvenido G. Carcellar,Undirected,1531,,,1
Maria Jamelina T. Joven,Ara Jyllian A. Abello,Undirected,1532,,,1
Ronnie Concepcion,Rhen Anjerome R. Bedruz,Undirected,1533,,,1
Melie Jim F. Sarmiento,Anne Janyarae E. Arato,Undirected,1534,,,1
Roy Francis Navea,Dannielyn Dacalcap,Undirected,1535,,,1
Marc Gelian E. Ante,Karlo Almario N. Garcia,Undirected,1536,,,1
Marc Gelian E. Ante,Bryan Angelo A. Gonzales,Undirected,1537,,,1
Regine Danica Regino,Jonathan Audric Matias,Undirected,1538,,,1
John Carlos M. Damgo,Gener D. Junio,Undirected,1539,,,1
Marion D. De Guzman,Ferdinand Anthony M. Josue,Undirected,1540,,,1
Shann Mikell R. Fulge,Demetrio M. Olarte,Undirected,1541,,,1
Toby Bi,Hoan Pham,Undirected,1542,,,1
Mark Jayson B. Felix,Kaye Vergel,Undirected,1543,,,1
Rico Jossel Mindoro Maestro,Adelson Chua,Undirected,1544,,,1
Chris Vincent Jagunap Densing,Abigail Alejandro Antenor,Undirected,1545,,,1
Sun Arthur Ojeda,Bianca Camille Silmaro,Undirected,1546,,,1
Larry B. De Guzman,Ariel Sison,Undirected,1547,,,1
Jonathan Q. Puerto,Francis Cdime,Undirected,1548,,,1
Sam Jason Vasquez,Marc Driz Rosales,Undirected,1549,,,1
Renalyn L. Banhaw,Joanne Lorie R. Rivera,Undirected,1550,,,1
David A. Lyon,Abhishek Rathore,Undirected,1551,,,1
Jeshurun Rojas,Hannah Mhel MuaÃ±a,Undirected,1552,,,1
Ryan A. Ebardo,Cecilia B. LeaÃ±o,Undirected,1553,,,1
Valynn Katrine Mag-usara,Ameera Jose,Undirected,1554,,,1
Jim Patrick N. Ong,Galen W. Gan,Undirected,1555,,,1
Yoshifumi Kitamura,Thippaya Chintakovid,Undirected,1556,,,1
Ramon Rodriguez,Arlene O. Trillanes,Undirected,1557,,,1
Kenneth Royce Brigola,Christine Joy Infante,Undirected,1558,,,1
Jannieca Camba,Annette G. Lagman,Undirected,1559,,,1
Ramon G. Garcia,Dustin Jones L. Guzman,Undirected,1560,,,1
Rey L. Jalbuena,Alexis Richard C. Claridades,Undirected,1561,,,1
Steven A. Tobilla,Elain Camile B. Buyagao,Undirected,1562,,,1
P. Mallari Jose Emmanuel,A. Saguiguit Aldwin,Undirected,1563,,,1
Pierre Larmande,Lindsay Triplett,Undirected,1564,,,1
Justine Roy A. Punzalan,Adonis S. Santos,Undirected,1565,,,1
Ruji P. Medina,Ronielle B. Antonio,Undirected,1566,,,2
Sam Supakkul,Lawrence Chung,Undirected,1567,,,1
Ivan Perez-Masias,Clay Birkett,Undirected,1568,,,1
Macario O. Cordel II,Charles Vincent M Vera Cruz,Undirected,1569,,,1
Nicko D. Casi,Febus Reidj G. Cruz,Undirected,1570,,,1
Guillaume Cornut,David S. Marshall,Undirected,1571,,,1
Ronalyn P. Jose,Nerissa B. Gatdula,Undirected,1572,,,3
Nilo T. Bugtai,Karmelo Antonio Lazaro R. Carranza,Undirected,1573,,,2
Karl Ellois V. Ramirez,Brian Paul B. Ramirez,Undirected,1574,,,1
Ira Valenzuela,Elmer P.Dadios Gokongwei,Undirected,1575,,,1
F. Holecz,A. Maunahan,Undirected,1576,,,1
Robby B. Manrique,Jester N. Itliong,Undirected,1577,,,1
Ronel Vincent Vistal,Kurtis Heimerl,Undirected,1578,,,1
Prabhmehar S. Chhabra,Isabel Austria,Undirected,1579,,,1
Valentin Guignon,Jack Elendil B. Lagare,Undirected,1580,,,1
Pascal Neveu,Dave Matthews,Undirected,1581,,,1
Marilou N. Jamis,Emeliza R. Yabut,Undirected,1582,,,3
Valentina Della Corte,T. Roosefert Mohan,Undirected,1583,,,1
Roger Luis Uy,Kyle Matthew Chan Chua,Undirected,1584,,,1
Darwyn James C. Goling,Alec Denji S. Santos,Undirected,1585,,,1
Jarred Cheng,Colin Velasco,Undirected,1586,,,1
Luis G. Cadiz,Alexander A. Hernandez,Undirected,1587,,,1
Tuan Tang Le,Kimberly Aying,Undirected,1588,,,1
Ellen Chelsea Serrano,Elisha Jeremy Gonzales,Undirected,1589,,,1
Mehmood Ghaffar,Iain Milne,Undirected,1590,,,1
Olga Joy L. Gerasta,Krisha Dawn J. Dura,Undirected,1591,,,1
Locedie Mansueto,Jillian Lang,Undirected,1592,,,1
Rinlee Butch Cervera,Renz Marion Garcia,Undirected,1593,,,1
Roderick Yap,Lawrence Y. Materum,Undirected,1594,,,4
Neil Stephen Lopez,Jeremias A. Gonzaga,Undirected,1595,,,1
Samuel Joshua D Baroja,Angelyn Natividad,Undirected,1596,,,1
Ralph Victor Antonio C. Gonzalvo,Mary Jane C. Samonte,Undirected,1597,,,1
Gary Daniel G Yap,Carlos Anthony B Petilla,Undirected,1598,,,2
Elizabeth Ann P. Prieto,Christopher T. Que,Undirected,1599,,,1
Sebastian Raubach,Nicolas Morales,Undirected,1600,,,1
Lendl Nikolo D.L. Abcede,Ian Christopher M. Marquez,Undirected,1601,,,1
Jul Maico B. Yamba,Jhon Michael H. Turtosa,Undirected,1602,,,1
Thanatcha Panpairoj,Jeffrey Rosario Ancheta,Undirected,1603,,,1
Nestor Michael C. Tiglao,Isabel Montes,Undirected,1604,,,2
Samuel Matthew Dumlao,Rosula Reyes,Undirected,1605,,,1
Ramon P. Tupaz,I. C. Valenzuela,Undirected,1606,,,1
Vincent Delica,Alvin Y. Chua,Undirected,1607,,,1
Therese Anne M. Rollan,Mark Sueden Lyle Y. Magtalas,Undirected,1608,,,1
Leah Gustilo,Jessie S. Barrot,Undirected,1609,,,1
Toni Jan Keith Monserrat,Juho Kim,Undirected,1610,,,1
Mark Anthony V. Posilero,Khristoffer Ryan F Quinton,Undirected,1611,,,1
R. A. Apura,Ariel C. Blanco,Undirected,1612,,,2
Robert Kerwin C. Billones,Boyd Lemuel E. Rulona,Undirected,1613,,,1
Don Emmanuel S. Santamaria,Aldwin Jerome P. Cabebe,Undirected,1614,,,1
Melvin K. Cabatuan,Jan Osbert R. Lunasco,Undirected,1615,,,1
Jasmine Raxelle S. Reyes,Glenn V. Magwili,Undirected,1616,,,1
Roberto Basil E Cruz,Marvin T. Suangco,Undirected,1617,,,1
Hazel Caparas,Aura C. Matias,Undirected,1618,,,1
Rico Jossel Maestro,Marc Driz Rosales,Undirected,1619,,,4
John Carlos M. Damgo,Gessel S. Natabio,Undirected,1620,,,1
Junneil C. Lomocso,Bryan F. Juanico,Undirected,1621,,,1
Patrick Joseph M. Sadornas,Charibeth Cheng,Undirected,1622,,,1
Rhen Anjerome R. Bedruz,Michelle Ylanan,Undirected,1623,,,1
Ryan Rhay P. Vicerra,Ericka C. So,Undirected,1624,,,1
Kaye Vergel,Jasper Madalipay,Undirected,1625,,,1
Ma Sheila A. Magboo,Andrei D. Coronel,Undirected,1626,,,1
Jhoirene B. Clemente,Carisse Dacuba,Undirected,1627,,,1
Joseph Merlin F. Hernandez,Eduardo C. Garcia,Undirected,1628,,,1
Michael Gringo Angelo Bayona,Ann Franchesca B. Laguna,Undirected,1629,,,1
Uichin Lee,Shio Miyafuji,Undirected,1630,,,1
Patrick KÃ¶nig,Bruno Vasques Costa,Undirected,1631,,,1
Josyl Mariela B. Rocamora,Jhoanna Rhodette Ibabao Pedrasa,Undirected,1632,,,1
Ramon Garcia,Emmanuelle Allyanna Manalili,Undirected,1633,,,1
Vincent N. Galang,Sherryl M. Gevana,Undirected,1634,,,1
Ricardo H. RamÃ­rez-GonzÃ¡lez,Reinhard Simon,Undirected,1635,,,1
Zne Jung Lee,Chou Yuan Lee,Undirected,1636,,,1
Valynn Katrine Mag-usara,Armando Somintac,Undirected,1637,,,1
Regine Anne G. Faelga,Mark Anthony V. Posilero,Undirected,1638,,,5
Jeremy D. Edwards,Clarysabel Tovar,Undirected,1639,,,1
Jerik Adrian V. Bayon,Alistair V. Enhaynes,Undirected,1640,,,1
Art Maco T. Del Rosario,Amiel John B. Atienza,Undirected,1641,,,1
Sherryl M. Gevana,Derell S. Arellano,Undirected,1642,,,1
Laurence A. Gan Lim,L. P. Reyes,Undirected,1643,,,1
Ma Eliza S. Torres,Carl Vincent Y. Domingo,Undirected,1644,,,1
Ricardo H. RamÃ­rez-GonzÃ¡lez,Puthick Hok,Undirected,1645,,,1
P. Prasuna Rani,C. Garcia,Undirected,1646,,,1
Judith J. Azcarraga,Jeffrey Garcia,Undirected,1647,,,1
Rafael Ventura,Krystal Mae Denise Rama,Undirected,1648,,,1
Melanie Mamites Himang,Lanndon A. Ocampo,Undirected,1649,,,1
Lukas A. Mueller,Evangelia Papoutsoglou,Undirected,1650,,,1
Mark Jayson B. Felix,Gay Jane P. Perez,Undirected,1651,,,3
Weiyan Hou,Mirador Labrador,Undirected,1652,,,1
Raymond R. Tan,Martin Ernesto L. Kalaw,Undirected,1653,,,1
Patrick KÃ¶nig,Pascal Neveu,Undirected,1654,,,1
Lourdes R. Bulda,Aaron Don M. Africa,Undirected,1655,,,1
Neelesh N. Vasnani,Lanndon A. Ocampo,Undirected,1656,,,1
T. D. Setiyono,P. Prasuna Rani,Undirected,1657,,,1
Mary Agnes B Jardeleza,Elaine C. Iturralde,Undirected,1658,,,1
Jack Elendil B. Lagare,David S. Marshall,Undirected,1659,,,1
Henry N. Adorna,Dionne Peter P. Cailipan,Undirected,1660,,,1
R. Kumaraperumal,E. Quicho,Undirected,1661,,,1
David Jonathan L. Relacion,Cecil Jose A. Delfinado,Undirected,1662,,,1
Walfrido David Diy,Monica Moreno,Undirected,1663,,,1
Wendy Gail Sia,Karl Benedict Ong,Undirected,1664,,,1
Jan Michael Alexandre Cortez Bernadas,Cheryll Ruth Reyes Soriano,Undirected,1665,,,1
Lloyd Vincent R. Asuncion,Joan Xyrel P. De Mesa,Undirected,1666,,,1
Dominic Dave P Pacaba,Allan C. Nerves,Undirected,1667,,,1
Reynalin B. Deveza,Ernest P. MacAlalad,Undirected,1668,,,1
Roan Duval A. Dangcal,Ernesto E. Empig,Undirected,1669,,,1
Qi Sun,Jonathan Wren,Undirected,1670,,,1
Robert Kerwin C. Billones,Laurence A. Gan Lim,Undirected,1671,,,6
R. R.T. Francisco,R. B. Reyes,Undirected,1672,,,1
Ma Victoria D. Rejuso,Ma Rosario Concepcion O. Ang,Undirected,1673,,,1
Gil Nonato C. Santos,Edgar A. Vallar,Undirected,1674,,,1
Peter Kerkhof,Catrin Finkenauer,Undirected,1675,,,1
T. D. Setiyono,C. Garcia,Undirected,1676,,,1
Pierre Larmande,Dave Matthews,Undirected,1677,,,1
Lakan Garcia,Angelique Mae Alconera,Undirected,1678,,,1
Franklin Godwin M. LaÃ±ojan,Emmanuel Freeman H. Paloma,Undirected,1679,,,1
Renz Honey R. Rodriguez,Efren Victor N. Tolentino,Undirected,1680,,,1
Jose Emmanuel D. Ignacio,Charles Brian D. Toribio,Undirected,1681,,,1
Elbert M. Galas,Bobby D. Gerardo,Undirected,1682,,,2
Roger Luis Uy,Prane Mariel B. Ong,Undirected,1683,,,1
Rafael Abbeloos,Patrick KÃ¶nig,Undirected,1684,,,1
Edwin Sybingco,Cris Joshua M Akol,Undirected,1685,,,1
Somnath Bera,Jean Malolos,Undirected,1686,,,1
Arrenzo Paul Perea,Alyssa Jean A. Portus,Undirected,1687,,,1
Lemuel Clark P. Velasco,Christelle R. Villezas,Undirected,1688,,,1
T. D. Setiyono,S. Pazhanivelan,Undirected,1689,,,1
Brian Irvin D. Fernandez,Arlene R. Caballeo,Undirected,1690,,,1
Mark Isaiah Quevedo,Charl Amaba,Undirected,1691,,,1
Jeremiah T. Malicdem,Emeliza R. Yabut,Undirected,1692,,,1
Patrick Alvin C Tan,Julita Robles,Undirected,1693,,,1
John Paul S. Yao,Andrea Nicole O. Ver,Undirected,1694,,,1
Geozza D. Tan,Daniel Marc G. Dela Torre,Undirected,1695,,,1
Ryan Rhay P. Vicerra,Aristotle T. Ubando,Undirected,1696,,,1
Kristine Ma Dominique F Kalaw,Angelo Bruce L Magpantay,Undirected,1697,,,1
Shirley N. Dita,Jennibelle R. Ella,Undirected,1698,,,1
Meo Vincent C. Caya,Amber Marie V. Pagarigan,Undirected,1699,,,1
Neil Stephen Lopez,Kenji Doi,Undirected,1700,,,1
Jenica Paulyn Pasion,Benjamin Emmanuel F Tamonte,Undirected,1701,,,1
Jerome P. Songcuan,Ariel Sison,Undirected,1702,,,2
Kevin M. Martin,Joash P. Rodriguez,Undirected,1703,,,1
Vishal Gaurav,Genevieve Ngo,Undirected,1704,,,1
John Daniel Vasquez,Jessica Pauline C. Afalla,Undirected,1705,,,1
Heronafine C. De Guzman,Hasmin T. Ignacio,Undirected,1706,,,1
Reinhard Simon,Abhishek Rathore,Undirected,1707,,,1
S. S. Satapathy,C. Garcia,Undirected,1708,,,1
Julianne Alyson I. Diaz,Argel A. Bandala,Undirected,1709,,,2
Maria Cristina P. Co,Adrian Martin S. Sy,Undirected,1710,,,2
Josuel Racca,Cedric Angelo M. Festin,Undirected,1711,,,1
Renann G. Baldovino,Joey Kim T Soriano,Undirected,1712,,,1
Omar E. Benites-Alfaro,Lukas A. Mueller,Undirected,1713,,,1
Qi Sun,Jack Elendil B. Lagare,Undirected,1714,,,1
Pascal Neveu,Chaitanya Sarma,Undirected,1715,,,1
Gordon Stephen,David S. Lebauer,Undirected,1716,,,1
Ryan Rhay P. Vicerra,Renann G. Baldovino,Undirected,1717,,,3
R. A. Apura,D. G. Dela Torre,Undirected,1718,,,1
Rhett Jason C Buzon,Jan Robert D Villarosa,Undirected,1719,,,1
Diane Veronica Virtucio,Cynthia F. Madrazo,Undirected,1720,,,1
Ryan Jeffrey P. Curbano,Arlene D. Castor,Undirected,1721,,,1
Jonathan Paul Cempron,Jonathan Benedict Gonzales,Undirected,1722,,,1
Marc Driz Rosales,John Jairus D.P. Eslit,Undirected,1723,,,1
Robert Matthew Reyes,Angelo Loveranes,Undirected,1724,,,1
Joel S. Marciano,Edgar Paolo Violan,Undirected,1725,,,1
Melodia Pahati,Irister M. Javel,Undirected,1726,,,1
Marilou N. Jamis,Joyce A. Balinquit,Undirected,1727,,,1
Zhengjie Liu,Ryosuke Takada,Undirected,1728,,,1
Waynebert Jan D. Cabanto,Aira Danielle B. Jocson,Undirected,1729,,,1
Melvin K. Cabatuan,Jose Santos R. Carandang VI,Undirected,1730,,,1
Qi Sun,Angel Manica Raquel,Undirected,1731,,,1
Marc Driz Rosales,Justine Beano,Undirected,1732,,,1
Christian Edensor Arbon,Cedric Festin,Undirected,1733,,,1
Cyrus John P. Mendoza,Christian Earl J. Buna,Undirected,1734,,,1
Wilson M. Tan,John Paul F. Cajanding,Undirected,1735,,,1
Erica D. Vizcarra,Analovecia C. Valida,Undirected,1736,,,1
Giselle Nodalo,Emir Christopher Mendoza,Undirected,1737,,,1
Maria Erika M. Valenzuela,Darvy P. Ong,Undirected,1738,,,1
Shih Lun Chen,Danny Wen Yaw Chung,Undirected,1739,,,1
Gil Rupert Licu,Carlo Noel E. Ochotorena,Undirected,1740,,,1
Rom Vincent S. Chan,Jennifer C. Dela Cruz,Undirected,1741,,,2
G. Romuga,E. Quicho,Undirected,1742,,,1
Tristan Paul Espera,Charleston Dale M. Ambatali,Undirected,1743,,,1
Remedios de Dios Bulos,Charibeth Cheng,Undirected,1744,,,1
Kurtis Heimerl,Josephine Dionisio,Undirected,1745,,,1
Pearl Mars,Jasmine Alviar,Undirected,1746,,,1
Ralen Rose Gloria Malatbalat,Gio Ishmael Evidente,Undirected,1747,,,1
Mary Lai Salvana,Felan C. Carlo Garcia,Undirected,1748,,,1
M. Sorel,J. C. Borromeo,Undirected,1749,,,1
Efren Rivera,Charmina Sejalbo,Undirected,1750,,,1
Roselia C. Morco,Jemimah A. Padilla,Undirected,1751,,,1
Rhiza Mharie A. Recaido,Michaela A. Acaya,Undirected,1752,,,1
Sebastian Raubach,Chaitanya Sarma,Undirected,1753,,,1
Vasudeva Rao Aravind,Mohamed Mohamed Tolba Said,Undirected,1754,,,1
Sales Gamponia Aribe,Jul Maico B. Yamba,Undirected,1755,,,1
Clay Birkett,Angel Manica Raquel,Undirected,1756,,,1
Carl Andrew N. Yumul,Arnhim Charlet A. Manuel,Undirected,1757,,,1
Joel Roy V. Jamias,Joel C. De Goma,Undirected,1758,,,1
Joseph Bryan G. Ibarra,Febus Reidj G. Cruz,Undirected,1759,,,1
Ronaldo Cabuang,Gerard Valentino,Undirected,1760,,,1
So Tsung Chou,Chou Yuan Lee,Undirected,1761,,,1
Nerissa B. Gatdula,Ericluis TaÃ±ada,Undirected,1762,,,2
Mark Erdan S. Eugenio,Akissa G. Lumagas,Undirected,1763,,,1
Rey Anthony A. Masilang,Elmer P. Dadios,Undirected,1764,,,4
Hui Lin Ong,Gian Paolo O. Bernardo,Undirected,1765,,,1
Mehmood Ghaffar,Clarysabel Tovar,Undirected,1766,,,1
Joy N. Carpio,DIether G. Catajay,Undirected,1767,,,1
Edwin Sybingco,Ana Riza F. Quiros,Undirected,1768,,,6
Rico R. Salem,Mark Chester F. Rey,Undirected,1769,,,1
Renann G. Baldovino,Aaron Angelo S. Avanica,Undirected,1770,,,1
Juan Carlos A. Solomon,Aresh T. Saharkhiz,Undirected,1771,,,1
Thippaya Chintakovid,Kazuyuki Fujita,Undirected,1772,,,1
Paul Nicko G. Pangilinan,Carlo Reese F. Borja,Undirected,1773,,,1
Robert Kerwin C. Billones,Crizel Aile N. Hilario,Undirected,1774,,,1
Jose Martin Z. Maningo,Charles B. Felix,Undirected,1775,,,1
Ira Valenzuela,Argel A. Bandala,Undirected,1776,,,2
Jennalyn G. Nicolas-Mindoro,Alvin Sarraga Alon,Undirected,1777,,,1
Xing Gu,Matt Davison,Undirected,1778,,,1
Daniel Stanley Tan,Arnulfo P. Azcarraga,Undirected,1779,,,2
Marc Ericson Santos,Jayzon Ty,Undirected,1780,,,1
Raphael Benedict G. Luta,Francisco Emmanuel T. Munsayac,Undirected,1781,,,1
James Arnold Nogra,Elmer Maravillas,Undirected,1782,,,1
Maria Theresa De Leon,Isabel Austria,Undirected,1783,,,1
Ethel Ong,Christian Quinzon,Undirected,1784,,,1
Jane S. Salenga,Elmer R. Magsino,Undirected,1785,,,1
Andres Philip Mayol,Alvin B. Culaba,Undirected,1786,,,3
Pericles Dakay,Keneth Sedilla,Undirected,1787,,,1
Richard Finkers,Pascal Neveu,Undirected,1788,,,1
Roselia C. Morco,Risty M. Acerado,Undirected,1789,,,2
Marco Leo L. Lucero,Arvin Hfernando,Undirected,1790,,,1
Mark Anthony V. Posilero,Enrico Camero Paringit,Undirected,1791,,,5
Mayca Joy M. Amante,Francispito P. Quevedo,Undirected,1792,,,1
Philip Glaser,Dave Matthews,Undirected,1793,,,1
Justin Yollo C. Gonzales,John Marcius M. Lopez,Undirected,1794,,,1
Tobias Kretzschmar,Michael Thomson,Undirected,1795,,,1
Zhengjie Liu,Juho Kim,Undirected,1796,,,1
Elmer Surat Estacio,Elizabeth Ann P. Prieto,Undirected,1797,,,1
Ofelia B. Ong,Engr Leonard U. Ambata,Undirected,1798,,,1
Shielo Baes Namuco,Marco D. Macapagal,Undirected,1799,,,1
Pierre Carceller,Angel Manica Raquel,Undirected,1800,,,1
Mark Albert D. Alquiros,Jose B. Lazaro,Undirected,1801,,,1
Mark Jayson B. Felix,Arnel A. Salvador,Undirected,1802,,,1
Edwin Sybingco,Alecsandra Marie F Mediodia,Undirected,1803,,,1
Star Yanxin Gao,Bruno Vasques Costa,Undirected,1804,,,1
Philip Glaser,Ivan Perez-Masias,Undirected,1805,,,1
Joyce Salita,Christine Joy Estacion,Undirected,1806,,,1
Jennifer B. Enriquez,Jennalyn G. Nicolas-Mindoro,Undirected,1807,,,1
Puthick Hok,Mathieu Rouard,Undirected,1808,,,1
Michelle T. Sosing,Jay Nickson T. Tabing,Undirected,1809,,,1
Roel C. Traballo,Daniel D. Dasig,Undirected,1810,,,1
P. A. Dela Cruz,Homer M. Pagkalinawan,Undirected,1811,,,1
Zilhas Ahmed Jewel,Jose Hernandez,Undirected,1812,,,1
Maria Antonette C. Roque,Edwin Sybingco,Undirected,1813,,,2
Meo Vincent C. Caya,Louisse Kayle G. Palomo,Undirected,1814,,,1
Shawn Michael F. Fabrigar,John Romel M. Viana,Undirected,1815,,,1
Gran G. Sabandal,Angie M. Ceniza,Undirected,1816,,,1
Nathaniel J.C. Libatique,D. Lagazo,Undirected,1817,,,1
Paul D. Shaw,David S. Lebauer,Undirected,1818,,,1
Christian Chan,Andrei D. Coronel,Undirected,1819,,,1
G. Maniacup Michael Anthony,C. Paglinawan Charmaine,Undirected,1820,,,1
M. M. Maestro,J. S. Calvo,Undirected,1821,,,1
Irma T. Plata,Freddie Rick E. Labuanan,Undirected,1822,,,2
Nestor Michael C. Tiglao,Joven Daniel R. Nepomuceno,Undirected,1823,,,1
Pierre Carceller,Marie AngÃ©lique Laporte,Undirected,1824,,,1
Pascal Neveu,Andrzej Kilian,Undirected,1825,,,1
Mark Earvin V Alba,Kervin John C Jocson,Undirected,1826,,,1
Monorom Rith,Aristotle T. Ubando,Undirected,1827,,,1
Josiel Catherine V. Almeda,Alyannah Bianca L. Saringan,Undirected,1828,,,1
Gordon Stephen,Brian Pearce,Undirected,1829,,,1
Paul Jorel Santos,Claribelle Pia Arceo,Undirected,1830,,,1
Renann G. Baldovino,Delfin Enrique G. Lindo,Undirected,1831,,,2
Jollene G. Empinado,Jan Yharie T. Floro,Undirected,1832,,,1
Ivy Elaine A. Cadalzo,Charmaine A. Cruz,Undirected,1833,,,2
Roger Luis Uy,Chudrack Salinas,Undirected,1834,,,1
Selwyn Lao,Elmer P. Dadios,Undirected,1835,,,1
Valentin Guignon,Naymesh Mistry,Undirected,1836,,,1
T. Roosefert Mohan,P. Amuthalakshmi,Undirected,1837,,,1
Arven I. Cafe,Alexander De Los Reyes,Undirected,1838,,,2
Maria Angela B. Faustino,Armando Somintac,Undirected,1839,,,2
Pascal Neveu,Kelly Robbins,Undirected,1840,,,1
Nathalie Rose Lim-Cheng,Daniel Stanley Tan,Undirected,1841,,,1
Shawn Michael L. Lamod,Meo Vincent C. Caya,Undirected,1842,,,1
Marytamar Tan,Francisco B. Culibrina,Undirected,1843,,,1
Wilbert Jethro R. Limjoco,Joseph Daniel Dantes,Undirected,1844,,,1
Jumelyn L. Torres,John Emmanuel Z. Si,Undirected,1845,,,1
Kaye Vergel,Gay Jane P. Perez,Undirected,1846,,,1
Ivan Benedict Nilo C Cruz,Athena P. Lavega,Undirected,1847,,,2
Valentin Guignon,Brian Pearce,Undirected,1848,,,1
Mathieu Rouard,Bruno Vasques Costa,Undirected,1849,,,1
S. Y. Magtalas,Ariel C. Blanco,Undirected,1850,,,1
Ma N. Lhealynn Daquioag,Esperanza E. Chua,Undirected,1851,,,1
Paola Jamie V. Uy,Jonen Lery L. Ibanez,Undirected,1852,,,1
John Zem Talens,Bianca Trish Adolfo,Undirected,1853,,,1
Isabel Austria,Hans Christian Dureza,Undirected,1854,,,1
Ronalyn P. Jose,Julius Caezar L. Aves,Undirected,1855,,,1
Ronalyn P. Jose,J. L. Aves,Undirected,1856,,,1
Lucille N. Dacaymat,Agnes S. Suguitan,Undirected,1857,,,1
Kazuo Ibuka,Jeric G. Brioso,Undirected,1858,,,1
Roanna Ellise David,Jaime D.L. Caro,Undirected,1859,,,1
John Eddie D. Macias,Jheanel E. Estrada,Undirected,1860,,,3
Rafael Abbeloos,Brian Pearce,Undirected,1861,,,1
Samantha Jade Sadural,Diane Manzano,Undirected,1862,,,1
Rhen Anjerome R. Bedruz,Katrina Richelle C. Monsale,Undirected,1863,,,1
Darios B. Alado,Bryan B. Bartolome,Undirected,1864,,,1
Courtney Ngo,Angelyn Lao,Undirected,1865,,,1
Mary Joyce Ilagan,Enrico Camero Paringit,Undirected,1866,,,1
Sergio Paulo Perez,Mark Jomar Buo,Undirected,1867,,,1
Vasudeva Rao Aravind,T. Roosefert Mohan,Undirected,1868,,,1
Micaela Joyce Oledan,Ma Aimee De Los Reyes,Undirected,1869,,,1
Jose Martin Z. Maningo,Eduardo V. Manalili,Undirected,1870,,,1
Yu Tung Chen,Eduardo Piedad,Undirected,1871,,,1
Reinhard Simon,Jan Erik Backlund,Undirected,1872,,,1
Naymesh Mistry,David A. Lyon,Undirected,1873,,,1
Renann G. Baldovino,Charles Jedidiah G. Policarpio,Undirected,1874,,,1
Reigniel Andrew Lim,Keneth Sedilla,Undirected,1875,,,1
K. Ybanez,K. Loriaga,Undirected,1876,,,1
Laurence A. Gan Lim,Jan Chester Chua,Undirected,1877,,,1
Tiffany Ann C. Blasa,Noelle Marie D. Espiritu,Undirected,1878,,,1
Stephen Paul L. Alagao,Edjie Mel D. Rubio,Undirected,1879,,,1
Annissa Vi C. Diaz,Angelika Mae B. DiÃ±o,Undirected,1880,,,1
Siward Enoch Padua,Russel John C. Gallano,Undirected,1881,,,1
Raymond R. Tan,Ming Lang Tseng,Undirected,1882,,,1
Miguel Bacaoco,Elmer Surat Estacio,Undirected,1883,,,1
R. B. Reyes,Ariel C. Blanco,Undirected,1884,,,1
Kennedy E. Espina,Irene Therese Bermejo,Undirected,1885,,,1
Vincent Ng,Harald G.L. Schwefel,Undirected,1886,,,2
Louis Poblete AlarcÃ³n,Adelson Chua,Undirected,1887,,,1
Renz Anthony Supangan,Leo Alfred S. Acosta,Undirected,1888,,,1
Fe Andrea M. Tandoc,Enrico Camero Paringit,Undirected,1889,,,4
Raymond Joseph Meimban,J. C. Apduhan,Undirected,1890,,,1
Trisha Regine P. Wang,Cecil Jose A. Delfinado,Undirected,1891,,,1
Laurence A. Gan Lim,Jose Paulo L. Atienza,Undirected,1892,,,1
Iain Milne,Chaitanya Sarma,Undirected,1893,,,1
Mervin Stewart C. Uy,Jared Luke C. Pangilinan,Undirected,1894,,,1
Mark Lorenze Torregoza,Aaron John Zarzoso,Undirected,1895,,,1
Gian Carlo Roxas,Geraldine Atayan,Undirected,1896,,,1
S. Karim,Elmer P. Dadios,Undirected,1897,,,1
Elmer B. Dollera,Anjo R. De Jesus,Undirected,1898,,,1
Flordeliza L. Valiente,Erika Joanna L. Ochaves,Undirected,1899,,,1
Lorena R. Rabago,Eva R. Samillano,Undirected,1900,,,1
Isabel Austria,Chynna L. Fianza,Undirected,1901,,,1
Martin Basterrechea Salido,Gordon Stephen,Undirected,1902,,,1
Genesis Ian Palaganas,Ann Renzel Lagunda,Undirected,1903,,,1
Lessandro Estelito,John Anthony C. Jose,Undirected,1904,,,1
Leif Romeritch Syliongka,Charibeth Cheng,Undirected,1905,,,1
Juan Miguel C. Roman,Cecil Jose A. Delfinado,Undirected,1906,,,1
Reynaldo E. Castillo,Paulo E. Felonia,Undirected,1907,,,1
Nahuel Soldevilla,Evangelia Papoutsoglou,Undirected,1908,,,1
Lawrence Y. Materum,Aileen Tan,Undirected,1909,,,2
Xavier Jet O. Garcia,Ronnie O. Serfa Juan,Undirected,1910,,,1
Katrina Joy M. Abriol-Santos,Almie Carajay,Undirected,1911,,,1
Jhumel M. Rosario,Engr Einstein D. Yong,Undirected,1912,,,1
John Daniel Vasquez,Horace Andrew Husay,Undirected,1913,,,1
Jeremias A. Gonzaga,Hans Benoza,Undirected,1914,,,1
Matthew G. Binag,Febus Reidj G. Cruz,Undirected,1915,,,2
Wilbert Rey D Tarnate,Ivan Benedict Nilo C Cruz,Undirected,1916,,,1
